a,t0,Kp,Ti,Td,beta,Jdi,Jdo,Jr,JdiNorm,JdoNorm,JrNorm,Ms
0.1,1.9,0.40175,1.2578,0.76943,0.99028,3.5543,3.6369,3.9273,0.038795,0.21104,0.98431,1.3921
0.1,1.9,0.4018,1.2594,0.76839,0.99027,3.5547,3.6368,3.9259,0.045709,0.20457,0.97351,1.3916
0.1,1.9,0.40195,1.2549,0.77127,0.99005,3.552,3.6357,3.9293,0,0.14321,1,1.3935
0.1,1.9,0.40194,1.3086,0.70964,1,3.5746,3.6408,3.8735,0.37436,0.44171,0.56878,1.4
0.1,1.9,0.40296,1.299,0.74453,0.99796,3.5694,3.6389,3.8892,0.28712,0.32734,0.68995,1.3792
0.1,1.9,0.40204,1.3114,0.70619,0.99999,3.5755,3.6408,3.8709,0.38777,0.44216,0.54864,1.4
0.1,1.9,0.40181,1.2637,0.76557,0.99015,3.5567,3.6372,3.9225,0.077487,0.22701,0.94737,1.3899
0.1,1.9,0.40186,1.2591,0.76851,0.98978,3.5543,3.6365,3.9262,0.038889,0.18714,0.97647,1.3917
0.1,1.9,0.40192,1.2622,0.76651,0.98949,3.5554,3.6365,3.9239,0.056253,0.18709,0.95806,1.3906
0.1,1.9,0.40185,1.258,0.76927,0.9893,3.5539,3.6365,3.9276,0.031692,0.1853,0.98671,1.3921
0.1,1.9,0.40209,1.3143,0.70255,0.99999,3.5766,3.6411,3.8683,0.40616,0.45773,0.52902,1.4
0.1,1.9,0.4019,1.2655,0.76438,0.98946,3.557,3.637,3.9214,0.08361,0.21482,0.93881,1.3894
0.1,1.9,0.40206,1.3157,0.70052,1,3.5774,3.6415,3.8671,0.42034,0.48064,0.51974,1.4
0.1,1.9,0.40214,1.3171,0.69892,1,3.5777,3.6414,3.8658,0.4246,0.47333,0.50939,1.4
0.1,1.9,0.4031,1.3004,0.74462,0.99803,3.5696,3.6388,3.8882,0.2911,0.32056,0.68264,1.3795
0.1,1.9,0.40218,1.3186,0.69714,0.99999,3.5782,3.6415,3.8645,0.43386,0.48125,0.4997,1.4
0.1,1.9,0.40221,1.32,0.69533,1,3.5788,3.6416,3.8633,0.44309,0.48906,0.48986,1.4
0.1,1.9,0.40224,1.3215,0.69354,1,3.5794,3.6418,3.862,0.45236,0.49696,0.48012,1.4
0.1,1.9,0.40228,1.323,0.69177,1,3.5799,3.6419,3.8608,0.46164,0.50488,0.47041,1.4
0.1,1.9,0.40232,1.3244,0.69001,1,3.5805,3.642,3.8595,0.47093,0.51282,0.46069,1.4
0.1,1.9,0.40241,1.3274,0.68649,1,3.5816,3.6423,3.857,0.48956,0.52878,0.44131,1.4
0.1,1.9,0.40328,1.2836,0.75297,0.99807,3.5587,3.6333,3.8977,0.11095,0,0.75602,1.3845
0.1,1.9,0.40245,1.3289,0.68475,1,3.5822,3.6425,3.8557,0.49891,0.53681,0.43165,1.4
0.1,1.9,0.4025,1.3304,0.68301,1,3.5828,3.6426,3.8545,0.50826,0.54485,0.42199,1.4
0.1,1.9,0.40255,1.3318,0.68129,1,3.5833,3.6427,3.8532,0.51765,0.55294,0.41237,1.4
0.1,1.9,0.40255,1.3334,0.67937,1,3.5842,3.6431,3.8521,0.53202,0.57621,0.40333,1.4
0.1,1.9,0.40265,1.3349,0.67785,1,3.5845,3.643,3.8508,0.53644,0.56916,0.39314,1.4
0.1,1.9,0.4031,1.2913,0.73928,0.99792,3.562,3.6342,3.8898,0.16619,0.050381,0.69503,1.3983
0.1,1.9,0.40295,1.2915,0.73696,0.99787,3.5625,3.6345,3.8893,0.1737,0.070111,0.69125,1.3987
0.1,1.9,0.40276,1.3379,0.67446,1,3.5856,3.6433,3.8483,0.55533,0.58554,0.37401,1.4
0.1,1.9,0.40282,1.3394,0.6728,0.99999,3.5862,3.6434,3.8471,0.56482,0.59384,0.36455,1.4
0.1,1.9,0.40289,1.3409,0.6711,1,3.5867,3.6436,3.8458,0.5743,0.60204,0.35496,1.4
0.1,1.9,0.40295,1.3425,0.66943,1,3.5873,3.6437,3.8446,0.5838,0.61032,0.34544,1.4
0.1,1.9,0.40302,1.344,0.6678,0.99999,3.5879,3.6438,3.8434,0.59336,0.61874,0.33605,1.4
0.1,1.9,0.40303,1.3456,0.66594,1,3.5888,3.6443,3.8422,0.60793,0.64229,0.32715,1.4
0.1,1.9,0.40315,1.3471,0.66449,1,3.5891,3.6441,3.8409,0.61251,0.63548,0.31709,1.4
0.1,1.9,0.40323,1.3486,0.66287,1,3.5896,3.6443,3.8397,0.62211,0.64393,0.30769,1.4
0.1,1.9,0.4033,1.3502,0.66125,1,3.5902,3.6444,3.8385,0.63174,0.65241,0.2983,1.4
0.1,1.9,0.40333,1.3518,0.65945,1,3.5911,3.6448,3.8374,0.64643,0.6762,0.28958,1.4
0.1,1.9,0.40344,1.355,0.65609,0.99999,3.5926,3.6454,3.835,0.67088,0.70872,0.27166,1.4
0.1,1.9,0.4037,1.3581,0.65331,1,3.5932,3.6452,3.8325,0.68031,0.69552,0.25175,1.4
0.1,1.9,0.40379,1.3597,0.65176,1,3.5938,3.6453,3.8313,0.69012,0.70431,0.24256,1.4
0.1,1.9,0.40388,1.3613,0.65021,1,3.5944,3.6455,3.8301,0.69995,0.71311,0.23335,1.4
0.1,1.9,0.40321,1.31,0.71712,0.99801,3.5701,3.6365,3.8737,0.29997,0.18861,0.57006,1.3973
0.1,1.9,0.40397,1.3629,0.64868,1,3.595,3.6456,3.8289,0.70981,0.72197,0.22419,1.4
0.1,1.9,0.40407,1.3645,0.64716,1,3.5956,3.6458,3.8277,0.7197,0.73088,0.21506,1.4
0.1,1.9,0.40416,1.3661,0.64565,1,3.5962,3.6459,3.8265,0.72965,0.73989,0.20598,1.4
0.1,1.9,0.40426,1.3677,0.64417,1,3.5968,3.6461,3.8254,0.73962,0.74897,0.197,1.4
0.1,1.9,0.40436,1.3693,0.64266,1,3.5974,3.6462,3.8242,0.74961,0.75799,0.18788,1.4
0.1,1.9,0.40447,1.371,0.64119,1,3.598,3.6464,3.823,0.75966,0.76717,0.17891,1.4
0.1,1.9,0.40457,1.3726,0.63973,1,3.5986,3.6465,3.8219,0.76974,0.77638,0.16996,1.4
0.1,1.9,0.40468,1.3742,0.63828,1,3.5992,3.6467,3.8207,0.77985,0.78564,0.16104,1.4
0.1,1.9,0.40479,1.3759,0.63684,1,3.5998,3.6469,3.8196,0.79001,0.795,0.15217,1.4
0.1,1.9,0.4049,1.3775,0.63541,1,3.6004,3.647,3.8184,0.80022,0.80441,0.14333,1.4
0.1,1.9,0.40502,1.3792,0.634,1,3.601,3.6472,3.8173,0.81045,0.81388,0.13454,1.4
0.1,1.9,0.40514,1.3808,0.6326,1,3.6017,3.6473,3.8162,0.82075,0.82345,0.1258,1.4
0.1,1.9,0.40528,1.3826,0.63153,1,3.6023,3.6475,3.8151,0.83146,0.83374,0.11753,1.4
0.1,1.9,0.40543,1.3844,0.63055,1,3.603,3.6477,3.814,0.84232,0.84416,0.10925,1.4
0.1,1.9,0.40559,1.3862,0.6296,1,3.6036,3.6479,3.813,0.85325,0.85475,0.10112,1.4
0.1,1.9,0.40575,1.388,0.62866,1,3.6043,3.6481,3.8119,0.86422,0.8654,0.093034,1.4
0.1,1.9,0.40591,1.3898,0.62773,1,3.605,3.6482,3.8109,0.87524,0.87615,0.084998,1.4
0.1,1.9,0.40608,1.3916,0.62681,1,3.6056,3.6484,3.8099,0.88633,0.88699,0.077023,1.4
0.1,1.9,0.40625,1.3934,0.62591,1,3.6063,3.6486,3.8088,0.89746,0.89791,0.069092,1.4
0.1,1.9,0.40642,1.3952,0.62502,1,3.607,3.6488,3.8078,0.90865,0.90895,0.061241,1.4
0.1,1.9,0.40659,1.3971,0.62413,1,3.6077,3.649,3.8068,0.91989,0.92002,0.05339,1.4
0.1,1.9,0.40676,1.3989,0.62326,1,3.6084,3.6492,3.8058,0.9312,0.93123,0.045637,1.4
0.1,1.9,0.40694,1.4008,0.62242,1,3.609,3.6494,3.8048,0.94254,0.94254,0.037997,1.4
0.1,1.9,0.40712,1.4026,0.62156,1,3.6097,3.6496,3.8038,0.95394,0.95385,0.030241,1.4
0.1,1.9,0.40731,1.4045,0.62072,1,3.6104,3.6498,3.8028,0.9654,0.96529,0.022621,1.4
0.1,1.9,0.40749,1.4063,0.6199,1,3.6111,3.65,3.8018,0.97689,0.97679,0.01504,1.4
0.1,1.9,0.40768,1.4082,0.61911,1,3.6118,3.6502,3.8009,0.98842,0.98842,0.0075915,1.4
0.1,1.9,0.40788,1.4101,0.61829,1,3.6125,3.6503,3.7999,1,1,0,1.4
