Jdi,Jdo,Jr
0.22617,0.50158,0.59269
0.22852,0.49839,0.59099
0.23097,0.49524,0.58936
0.2334,0.4921,0.58765
0.23596,0.48902,0.58609
0.23852,0.48594,0.58444
0.24115,0.48291,0.58287
0.24384,0.47991,0.58134
0.24657,0.47693,0.57982
0.24934,0.47398,0.57831
0.25214,0.47104,0.57683
0.25498,0.46811,0.57535
0.25802,0.46532,0.57399
0.26123,0.46261,0.5727
0.26459,0.45999,0.57149
0.26807,0.45744,0.57034
0.27169,0.45496,0.56926
0.27542,0.45255,0.56824
0.27927,0.45021,0.56727
0.28322,0.44792,0.56636
0.28728,0.44574,0.56558
0.29145,0.44354,0.56469
0.2957,0.44142,0.56392
0.30005,0.43936,0.5632
0.30447,0.43735,0.56253
0.30897,0.43536,0.56187
0.31352,0.43343,0.56128
0.3181,0.43156,0.56076
0.32279,0.4297,0.56021
0.32805,0.42808,0.55984
0.33333,0.42656,0.55958
0.33896,0.42523,0.5595
0.34247,0.42442,0.56013
0.34377,0.42384,0.56118
0.34525,0.42327,0.56218
0.34641,0.42273,0.56326
0.21669,0.51978,0.60022
0.21827,0.5163,0.59792
0.22018,0.51284,0.59604
0.22215,0.50944,0.5941
0.22429,0.50611,0.59233
0.22645,0.50282,0.59049
0.22876,0.4996,0.5888
0.23108,0.49639,0.58703
0.23355,0.49326,0.58542
0.23601,0.49014,0.58372
0.23861,0.48708,0.58218
0.24119,0.48402,0.58054
0.24386,0.48101,0.579
0.24661,0.47804,0.57753
0.24933,0.47506,0.57596
0.25212,0.47211,0.57446
0.255,0.46921,0.57301
0.25807,0.46643,0.57167
0.2613,0.46373,0.57039
0.26465,0.46111,0.56918
0.26813,0.45858,0.5681
0.27175,0.45624,0.56731
0.27542,0.45367,0.56597
0.27924,0.45127,0.56491
0.28316,0.44898,0.564
0.28717,0.44677,0.56318
0.29129,0.44458,0.56235
0.29541,0.44261,0.56189
0.29979,0.44036,0.56082
0.30416,0.43832,0.56012
0.30861,0.43631,0.55945
0.31315,0.4343,0.55873
0.31769,0.43242,0.55821
0.32242,0.43052,0.5576
0.32755,0.42889,0.55724
0.33301,0.42747,0.55708
0.3387,0.42625,0.55712
0.34,0.4256,0.55808
0.34107,0.42501,0.55912
0.34242,0.42442,0.56015
0.3438,0.42385,0.56116
0.21912,0.51783,0.59604
0.221,0.51427,0.59427
0.22274,0.51084,0.59209
0.22471,0.50746,0.59015
0.22685,0.50414,0.58834
0.2291,0.50088,0.58662
0.23139,0.49766,0.58484
0.23378,0.49449,0.58316
0.23625,0.49136,0.5815
0.23881,0.48828,0.57994
0.24137,0.48521,0.5783
0.24402,0.48218,0.57672
0.24672,0.47919,0.5752
0.24946,0.47622,0.57368
0.25226,0.47328,0.57223
0.25521,0.47042,0.57079
0.2584,0.46779,0.5698
0.26155,0.46498,0.56824
0.26489,0.46235,0.56702
0.26834,0.45979,0.56586
0.27191,0.45726,0.5647
0.27559,0.45483,0.56365
0.27937,0.45245,0.56265
0.28326,0.45012,0.5617
0.28722,0.44788,0.56086
0.29131,0.44567,0.56
0.29547,0.44352,0.55921
0.29973,0.44136,0.55836
0.30406,0.43928,0.55762
0.30845,0.43726,0.55695
0.31291,0.43526,0.55629
0.31746,0.43331,0.55565
0.3219,0.43168,0.5555
0.32723,0.42991,0.55489
0.33257,0.4285,0.55474
0.33582,0.42759,0.55538
0.33795,0.42688,0.55609
0.33895,0.4262,0.55716
0.34109,0.42501,0.55911
0.22226,0.51619,0.59235
0.22383,0.51252,0.59029
0.22564,0.50906,0.58827
0.22761,0.50566,0.58637
0.22975,0.50233,0.5846
0.23197,0.49907,0.58279
0.2343,0.49587,0.58107
0.23674,0.49272,0.57944
0.23923,0.48961,0.57781
0.24176,0.48652,0.57614
0.24439,0.48348,0.57457
0.24708,0.48048,0.57307
0.24981,0.4775,0.57154
0.25274,0.47467,0.57032
0.25567,0.47177,0.56867
0.25878,0.46901,0.56734
0.262,0.46631,0.56606
0.26534,0.46368,0.56484
0.26878,0.46112,0.56372
0.27231,0.45871,0.56285
0.27597,0.45613,0.56149
0.27971,0.45375,0.56052
0.28356,0.45138,0.55951
0.28742,0.44923,0.55889
0.29151,0.44688,0.55778
0.29563,0.44468,0.55693
0.29982,0.44254,0.55613
0.30411,0.44041,0.55533
0.30843,0.43838,0.55466
0.31285,0.43636,0.55398
0.3174,0.43436,0.55327
0.32222,0.43259,0.55282
0.32737,0.43097,0.55248
0.33225,0.42969,0.55251
0.33385,0.42896,0.55338
0.33512,0.42825,0.55429
0.33624,0.42758,0.55521
0.33901,0.42622,0.55708
0.22757,0.51045,0.58707
0.22934,0.50761,0.58493
0.23116,0.504,0.58316
0.23318,0.50081,0.58108
0.23542,0.4975,0.57954
0.23766,0.49432,0.57756
0.24006,0.49117,0.57583
0.24263,0.48807,0.57445
0.24516,0.485,0.57266
0.24784,0.482,0.57112
0.25062,0.47905,0.56956
0.25352,0.47617,0.56817
0.25653,0.4734,0.56701
0.25961,0.47064,0.56568
0.26282,0.46786,0.56411
0.26612,0.46523,0.56295
0.26953,0.46263,0.56175
0.27303,0.4601,0.56063
0.27663,0.45762,0.55953
0.28033,0.45519,0.55849
0.28404,0.45292,0.55775
0.2879,0.4506,0.5568
0.29186,0.44834,0.55591
0.29606,0.44597,0.55472
0.30017,0.44383,0.55397
0.30438,0.44171,0.5532
0.30867,0.43962,0.55246
0.31307,0.43753,0.55168
0.31763,0.4356,0.55107
0.32247,0.43383,0.5506
0.32758,0.43221,0.55027
0.33023,0.43121,0.55079
0.33295,0.42967,0.55255
0.33413,0.42893,0.55343
0.33589,0.4276,0.55526
0.2376,0.4992,0.57828
0.23974,0.49623,0.57645
0.24198,0.49313,0.57469
0.24433,0.49002,0.57299
0.24682,0.48695,0.57136
0.24948,0.48401,0.5696
0.2522,0.48103,0.56807
0.25502,0.47811,0.5666
0.25791,0.47526,0.56539
0.261,0.47246,0.5638
0.2638,0.4699,0.56385
0.26703,0.46727,0.56259
0.27073,0.4644,0.56001
0.27418,0.46182,0.55879
0.2776,0.45939,0.55797
0.28122,0.45693,0.55691
0.2851,0.45443,0.55558
0.28892,0.45207,0.5546
0.29265,0.44988,0.55398
0.29679,0.44752,0.55282
0.30085,0.44531,0.55197
0.30482,0.44326,0.55142
0.30926,0.44097,0.5503
0.31328,0.43908,0.54994
0.31812,0.43704,0.54907
0.3229,0.43525,0.54859
0.32744,0.43377,0.54842
0.32855,0.43286,0.54913
0.32969,0.43199,0.5499
0.3303,0.4312,0.55078
0.33226,0.42969,0.5525
0.2547,0.48331,0.56725
0.2574,0.48043,0.56571
0.2594,0.47711,0.56523
0.26307,0.47472,0.56281
0.26609,0.47194,0.56144
0.26941,0.46927,0.55992
0.27265,0.46659,0.55863
0.27597,0.46395,0.55743
0.27922,0.46141,0.55649
0.28274,0.45891,0.55537
0.28549,0.45673,0.55553
0.29028,0.45399,0.55303
0.29411,0.45162,0.55203
0.29776,0.44939,0.55136
0.30196,0.44704,0.5502
0.306,0.44481,0.54934
0.30977,0.44279,0.54889
0.31459,0.44058,0.54775
0.319,0.43867,0.54722
0.32269,0.43708,0.5472
0.32632,0.43568,0.54704
0.32741,0.43467,0.54764
0.33126,0.43042,0.55161
0.26048,0.48117,0.56488
0.27258,0.47191,0.55924
0.27523,0.46916,0.55805
0.27884,0.46665,0.55656
0.28504,0.46131,0.55429
0.28694,0.45878,0.55436
0.2979,0.45174,0.55128
0.30171,0.44947,0.55034
0.30775,0.44684,0.54776
0.31126,0.44474,0.54728
0.31526,0.4427,0.54664
0.32028,0.4406,0.54563
0.32261,0.43917,0.54588
0.32657,0.43769,0.54561
0.32727,0.43659,0.54616
0.32721,0.43561,0.54686
0.32772,0.43465,0.5476
0.32772,0.43375,0.54837
0.26904,0.47499,0.56096
0.2783,0.46745,0.5574
0.28113,0.46523,0.5563
0.28415,0.46307,0.55522
0.28944,0.46092,0.5532
0.29317,0.45905,0.55213
0.29702,0.45683,0.55097
0.30097,0.4544,0.5498
0.30516,0.45202,0.54861
0.3059,0.44963,0.54881
0.31354,0.44539,0.54709
0.32106,0.44313,0.54488
0.32736,0.44117,0.54387
0.32722,0.43991,0.54433
0.32614,0.43881,0.54506
0.32696,0.43766,0.54555
0.27175,0.47258,0.55968
0.28793,0.46271,0.55393
0.28756,0.46224,0.55426
0.29312,0.45832,0.55238
0.29671,0.45746,0.55117
0.29848,0.45615,0.55058
0.31778,0.45008,0.54602
0.32213,0.44822,0.54465
0.32439,0.44588,0.54407
0.33082,0.44227,0.54298
0.32949,0.441,0.54357
0.32762,0.43988,0.54427
0.32671,0.43877,0.54514
0.32702,0.43766,0.54554
0.269,0.47503,0.56099
0.28053,0.46728,0.55645
0.28498,0.46392,0.55466
0.28769,0.46288,0.55401
0.28889,0.46134,0.55379
0.29389,0.45938,0.5521
0.29656,0.45683,0.55145
0.29738,0.45703,0.55096
0.30467,0.45276,0.54926
0.30395,0.45302,0.54902
0.32983,0.44912,0.54323
0.33386,0.44491,0.54225
0.33098,0.44221,0.54312
0.32698,0.44099,0.54475
0.32765,0.43988,0.54426
0.32653,0.43879,0.54513
0.32706,0.43765,0.54553
0.28166,0.46627,0.55588
0.28474,0.46414,0.55483
0.29156,0.46104,0.55291
0.2921,0.46069,0.55273
0.29184,0.4598,0.55292
0.29407,0.45928,0.55207
0.29651,0.45761,0.55126
0.2976,0.4569,0.55092
0.33841,0.44774,0.54146
0.34128,0.44605,0.54087
0.33565,0.44478,0.54199
0.33412,0.44339,0.54242
0.33127,0.44218,0.54311
0.32965,0.44099,0.54355
0.28047,0.46733,0.55647
0.28255,0.46619,0.55617
0.29216,0.46059,0.55262
0.29171,0.46094,0.55286
0.29402,0.45932,0.55208
0.29419,0.45916,0.55202
0.34491,0.45092,0.54039
0.34554,0.44879,0.54023
0.34287,0.44741,0.54069
0.33606,0.44476,0.54193
0.3346,0.44344,0.54219
0.3308,0.44226,0.54302
0.26898,0.47504,0.56099
0.28045,0.46734,0.55648
0.28266,0.46555,0.55558
0.29276,0.46027,0.55251
0.29194,0.46082,0.55281
0.29614,0.45784,0.55138
0.35026,0.4519,0.53957
0.35035,0.45017,0.53947
0.34656,0.44879,0.54007
0.34353,0.44738,0.54059
0.34214,0.44599,0.54073
0.33687,0.4447,0.54181
0.28044,0.46735,0.55648
0.28273,0.46552,0.55556
0.28456,0.46421,0.55488
0.28878,0.46246,0.55373
0.29215,0.46068,0.55274
0.35653,0.45511,0.53853
0.35703,0.4533,0.53834
0.3543,0.45159,0.53886
0.3515,0.4501,0.53928
0.34822,0.44883,0.53968
0.34446,0.44732,0.54045
0.29155,0.46105,0.55292
0.29182,0.4609,0.55285
0.29235,0.46051,0.55267
0.29588,0.45806,0.55148
0.35959,0.45464,0.53809
0.35717,0.4531,0.53844
0.3545,0.45159,0.53883
0.35164,0.4501,0.53926
0.28749,0.46298,0.55407
0.29158,0.46103,0.5529
0.28817,0.46239,0.55417
0.29228,0.46057,0.55267
0.29231,0.46056,0.55266
0.29555,0.45861,0.55201
0.35975,0.45464,0.53807
0.2915,0.46109,0.55293
0.29199,0.46077,0.55277
0.29255,0.4604,0.55258
0.29563,0.45858,0.55199
0.29142,0.46116,0.55297
0.28798,0.46253,0.55423
0.29208,0.46071,0.55274
0.29285,0.46007,0.55281
0.29302,0.46005,0.55278
0.29159,0.46102,0.5529
0.28792,0.46256,0.55425
0.28826,0.46242,0.55416
0.28862,0.46229,0.55407
0.29301,0.46012,0.5528
0.29583,0.45852,0.55194
0.29197,0.46078,0.55277
0.29227,0.46058,0.55267
0.3855,0.47574,0.53626
0.2923,0.46056,0.55267
0.2924,0.46049,0.55263
0.29244,0.46047,0.55262
0.29253,0.46041,0.55259
0.29573,0.45857,0.55196
0.29243,0.46048,0.55262
0.29206,0.46072,0.55274
0.29235,0.46053,0.55265
0.29232,0.46055,0.55266
0.29256,0.46039,0.55258
0.3779,0.47241,0.53747
0.29233,0.46054,0.55266
0.39819,0.48362,0.53499
0.2927,0.4603,0.55253
0.41867,0.49659,0.53298
0.45491,0.51561,0.52852
0.4906,0.5378,0.52707
