time	r	y1.00	y0.61	y0.31	y0.12	y0.00	u1.00	u0.61	u0.31	u0.12	u0.00
1532	1	0.99924	1	1.0003	1.0004	1.0002	0.31261	0.31248	0.31248	0.31256	0.3126
1533	1	0.99925	1	1.0003	1.0004	1.0002	0.31261	0.31248	0.31249	0.31256	0.3126
1534	1	0.99926	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31259
1535	1	0.99926	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31259
1536	1	0.99927	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31259
1537	1	0.99927	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31259
1538	1	0.99928	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31259
1539	1	0.99928	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31259
1540	1	0.99929	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31259
1541	1	0.9993	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31258
1542	1	0.9993	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31258
1543	1	0.99931	1	1.0003	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31258
1544	1	0.99931	1	1.0002	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31258
1545	1	0.99932	1	1.0002	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31258
1546	1	0.99932	1	1.0002	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31258
1547	1	0.99933	1	1.0002	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31258
1548	1	0.99933	1	1.0002	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31257
1549	1	0.99934	1	1.0002	1.0004	1.0002	0.3126	0.31248	0.31249	0.31256	0.31257
1550	1	0.99934	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31256	0.31257
1551	1	0.99935	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31256	0.31257
1552	1	0.99935	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31256	0.31257
1553	1	0.99936	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31256	0.31257
1554	1	0.99937	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31256	0.31257
1555	1	0.99937	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31255	0.31256
1556	1	0.99938	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31255	0.31256
1557	1	0.99938	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31255	0.31256
1558	1	0.99939	1	1.0002	1.0003	1.0002	0.3126	0.31248	0.31249	0.31255	0.31256
1559	1	0.99939	1	1.0002	1.0003	1.0002	0.31259	0.31248	0.3125	0.31255	0.31256
1560	1	0.9994	1	1.0002	1.0003	1.0002	0.31259	0.31248	0.3125	0.31255	0.31256
1561	1	0.9994	1	1.0002	1.0003	1.0002	0.31259	0.31248	0.3125	0.31255	0.31256
1562	1	0.99941	1	1.0002	1.0003	1.0002	0.31259	0.31248	0.3125	0.31255	0.31256
1563	1	0.99941	1	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1564	1	0.99942	1	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1565	1	0.99942	1	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1566	1	0.99943	1	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1567	1	0.99943	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1568	1	0.99944	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1569	1	0.99944	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1570	1	0.99945	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1571	1	0.99945	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31255
1572	1	0.99946	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1573	1	0.99946	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1574	1	0.99946	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1575	1	0.99947	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1576	1	0.99947	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1577	1	0.99948	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1578	1	0.99948	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1579	1	0.99949	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1580	1	0.99949	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1581	1	0.9995	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1582	1	0.9995	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31254
1583	1	0.99951	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31253
1584	1	0.99951	0.99999	1.0002	1.0003	1.0002	0.31259	0.31249	0.3125	0.31255	0.31253
1585	1	0.99951	0.99999	1.0001	1.0003	1.0002	0.31259	0.31249	0.3125	0.31254	0.31253
1586	1	0.99952	0.99999	1.0001	1.0003	1.0002	0.31259	0.31249	0.3125	0.31254	0.31253
1587	1	0.99952	0.99999	1.0001	1.0003	1.0002	0.31259	0.31249	0.3125	0.31254	0.31253
1588	1	0.99953	0.99999	1.0001	1.0003	1.0002	0.31259	0.31249	0.3125	0.31254	0.31253
1589	1	0.99953	0.99999	1.0001	1.0003	1.0002	0.31259	0.31249	0.31251	0.31254	0.31253
1590	1	0.99954	0.99999	1.0001	1.0003	1.0002	0.31259	0.31249	0.31251	0.31254	0.31253
1591	1	0.99954	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31253
1592	1	0.99954	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31253
1593	1	0.99955	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31253
1594	1	0.99955	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31253
1595	1	0.99956	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31253
1596	1	0.99956	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31253
1597	1	0.99956	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31252
1598	1	0.99957	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31252
1599	1	0.99957	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31252
1600	1	0.99958	0.99999	1.0001	1.0003	1.0002	0.31258	0.31249	0.31251	0.31254	0.31252
