time	r	uservo	yservo	ureg	yreg	uusort	yusort
502	1	0.28463	1.0596	0.308	1.0963	0.33647	1.0958
503	1	0.28517	1.0595	0.30778	1.0978	0.33642	1.0972
504	1	0.28572	1.0594	0.30756	1.0993	0.33638	1.0986
505	1	0.28629	1.0593	0.30736	1.1007	0.33635	1.1
506	1	0.28686	1.0592	0.30717	1.1021	0.33633	1.1013
507	1	0.28744	1.059	0.30698	1.1034	0.33633	1.1026
508	1	0.28804	1.0588	0.30682	1.1048	0.33634	1.1039
509	1	0.28864	1.0586	0.30666	1.1061	0.33636	1.1052
510	1	0.28926	1.0583	0.30652	1.1073	0.33639	1.1064
511	1	0.28988	1.058	0.30638	1.1086	0.33644	1.1076
512	1	0.29052	1.0577	0.30626	1.1098	0.33649	1.1088
513	1	0.29117	1.0574	0.30616	1.1109	0.33656	1.1099
514	1	0.29183	1.057	0.30606	1.1121	0.33664	1.111
515	1	0.2925	1.0566	0.30598	1.1132	0.33674	1.112
516	1	0.29318	1.0562	0.30591	1.1143	0.33685	1.1131
517	1	0.29387	1.0558	0.30585	1.1153	0.33697	1.1141
518	1	0.29457	1.0553	0.3058	1.1163	0.3371	1.1151
519	1	0.29529	1.0548	0.30577	1.1173	0.33725	1.116
520	1	0.29601	1.0543	0.30575	1.1183	0.33741	1.1169
521	1	0.29675	1.0537	0.30575	1.1192	0.33758	1.1178
522	1	0.29749	1.0531	0.30575	1.1201	0.33777	1.1186
523	1	0.29825	1.0525	0.30577	1.1209	0.33797	1.1194
524	1	0.29902	1.0519	0.30581	1.1217	0.33818	1.1202
525	1	0.2998	1.0512	0.30585	1.1225	0.33841	1.121
526	1	0.30059	1.0505	0.30591	1.1233	0.33865	1.1217
527	1	0.30139	1.0498	0.30599	1.124	0.33891	1.1224
528	1	0.3022	1.0491	0.30607	1.1247	0.33917	1.123
529	1	0.30303	1.0483	0.30617	1.1254	0.33946	1.1236
530	1	0.30386	1.0475	0.30629	1.126	0.33975	1.1242
531	1	0.30471	1.0467	0.30642	1.1266	0.34007	1.1248
532	1	0.30557	1.0458	0.30656	1.1271	0.34039	1.1253
533	1	0.30643	1.045	0.30671	1.1277	0.34073	1.1258
534	1	0.30731	1.0441	0.30688	1.1282	0.34109	1.1262
535	1	0.30821	1.0431	0.30707	1.1286	0.34145	1.1267
536	1	0.30911	1.0422	0.30727	1.1291	0.34184	1.127
537	1	0.31002	1.0412	0.30748	1.1295	0.34224	1.1274
538	1	0.31095	1.0402	0.30771	1.1298	0.34265	1.1277
539	1	0.31189	1.0392	0.30795	1.1302	0.34308	1.128
540	1	0.31283	1.0381	0.30821	1.1305	0.34352	1.1283
541	1	0.31379	1.037	0.30848	1.1307	0.34398	1.1285
542	1	0.31476	1.0359	0.30877	1.131	0.34446	1.1287
543	1	0.31575	1.0348	0.30907	1.1312	0.34495	1.1288
544	1	0.31674	1.0336	0.30939	1.1313	0.34545	1.129
545	1	0.31775	1.0325	0.30972	1.1315	0.34597	1.129
546	1	0.31876	1.0312	0.31007	1.1316	0.34651	1.1291
547	1	0.31979	1.03	0.31043	1.1316	0.34706	1.1291
548	1	0.32083	1.0287	0.31081	1.1317	0.34763	1.1291
549	1	0.32189	1.0275	0.3112	1.1317	0.34822	1.1291
550	1	0.32293	1.0261	0.3116	1.1316	0.34881	1.129
551	1	0.32392	1.0248	0.31195	1.1316	0.34936	1.1289
552	1	0.32477	1.0235	0.31222	1.1315	0.34982	1.1288
553	1	0.32543	1.0222	0.31237	1.1315	0.35016	1.1287
554	1	0.3259	1.021	0.31239	1.1314	0.35034	1.1286
555	1	0.32618	1.0198	0.31229	1.1314	0.35037	1.1285
556	1	0.32629	1.0187	0.31209	1.1314	0.35026	1.1285
557	1	0.32626	1.0176	0.31181	1.1314	0.35002	1.1285
558	1	0.32612	1.0165	0.31147	1.1314	0.34966	1.1285
559	1	0.32589	1.0155	0.31109	1.1314	0.34921	1.1285
560	1	0.3256	1.0146	0.31067	1.1315	0.34867	1.1286
561	1	0.32528	1.0137	0.31025	1.1315	0.34808	1.1286
562	1	0.32493	1.0128	0.30983	1.1316	0.34745	1.1287
563	1	0.32458	1.0119	0.30942	1.1316	0.34678	1.1289
564	1	0.32424	1.0111	0.30902	1.1317	0.3461	1.129
565	1	0.32392	1.0103	0.30865	1.1317	0.34542	1.1291
566	1	0.32362	1.0095	0.3083	1.1318	0.34473	1.1293
567	1	0.32336	1.0087	0.30798	1.1318	0.34406	1.1294
568	1	0.32313	1.008	0.30769	1.1319	0.34341	1.1296
569	1	0.32294	1.0072	0.30742	1.1319	0.34278	1.1298
570	1	0.32278	1.0065	0.30718	1.1319	0.34217	1.13
571	1	0.32266	1.0058	0.30697	1.132	0.34159	1.1302
572	1	0.32257	1.0051	0.30678	1.132	0.34104	1.1303
573	1	0.32252	1.0044	0.30662	1.132	0.34052	1.1305
574	1	0.3225	1.0037	0.30648	1.132	0.34004	1.1307
575	1	0.3225	1.003	0.30635	1.132	0.33958	1.1309
576	1	0.32254	1.0023	0.30625	1.1319	0.33915	1.131
577	1	0.3226	1.0017	0.30617	1.1319	0.33875	1.1312
578	1	0.32268	1.001	0.3061	1.1318	0.33838	1.1314
579	1	0.32278	1.0003	0.30604	1.1318	0.33804	1.1315
580	1	0.3229	0.99966	0.306	1.1317	0.33772	1.1317
581	1	0.32304	0.999	0.30597	1.1316	0.33742	1.1318
582	1	0.32319	0.99835	0.30595	1.1315	0.33715	1.132
583	1	0.32335	0.99769	0.30594	1.1314	0.3369	1.1321
584	1	0.32352	0.99704	0.30593	1.1313	0.33666	1.1322
585	1	0.3237	0.99639	0.30594	1.1311	0.33644	1.1323
586	1	0.32389	0.99575	0.30595	1.131	0.33624	1.1324
587	1	0.32409	0.9951	0.30597	1.1308	0.33606	1.1325
588	1	0.32429	0.99446	0.30599	1.1306	0.33589	1.1326
589	1	0.32449	0.99382	0.30602	1.1305	0.33573	1.1327
590	1	0.3247	0.99318	0.30606	1.1303	0.33558	1.1328
591	1	0.32491	0.99255	0.3061	1.1301	0.33544	1.1328
592	1	0.32512	0.99192	0.30614	1.1298	0.33531	1.1329
593	1	0.32533	0.99129	0.30619	1.1296	0.33519	1.1329
594	1	0.32555	0.99066	0.30624	1.1294	0.33508	1.1329
595	1	0.32576	0.99004	0.30629	1.1291	0.33497	1.133
596	1	0.32597	0.98941	0.30635	1.1289	0.33487	1.133
597	1	0.32619	0.9888	0.30641	1.1286	0.33478	1.133
598	1	0.3264	0.98818	0.30647	1.1283	0.33468	1.133
599	1	0.32661	0.98757	0.30654	1.128	0.3346	1.133
600	1	0.32681	0.98696	0.3066	1.1277	0.33452	1.133
601	1	0.32702	0.98635	0.30667	1.1274	0.33444	1.1329
602	1	0.32722	0.98575	0.30674	1.1271	0.33436	1.1329
603	1	0.32742	0.98515	0.30681	1.1268	0.33428	1.1329
604	1	0.32762	0.98456	0.30689	1.1264	0.33421	1.1328
605	1	0.32781	0.98397	0.30696	1.1261	0.33414	1.1328
606	1	0.328	0.98338	0.30704	1.1257	0.33407	1.1327
607	1	0.32819	0.9828	0.30712	1.1254	0.334	1.1326
608	1	0.32838	0.98222	0.3072	1.125	0.33394	1.1325
609	1	0.32856	0.98165	0.30728	1.1246	0.33387	1.1325
610	1	0.32874	0.98108	0.30737	1.1242	0.3338	1.1324
611	1	0.32891	0.98051	0.30745	1.1238	0.33374	1.1323
612	1	0.32908	0.97995	0.30754	1.1234	0.33367	1.1322
613	1	0.32925	0.9794	0.30762	1.123	0.3336	1.1321
614	1	0.32941	0.97885	0.30771	1.1226	0.33354	1.1319
615	1	0.32957	0.9783	0.3078	1.1222	0.33347	1.1318
616	1	0.32972	0.97776	0.30789	1.1217	0.3334	1.1317
617	1	0.32987	0.97723	0.30798	1.1213	0.33333	1.1315
618	1	0.33002	0.9767	0.30807	1.1208	0.33326	1.1314
619	1	0.33016	0.97618	0.30816	1.1204	0.33319	1.1312
620	1	0.3303	0.97566	0.30825	1.1199	0.33312	1.1311
621	1	0.33043	0.97515	0.30834	1.1195	0.33305	1.1309
622	1	0.33056	0.97465	0.30843	1.119	0.33297	1.1308
623	1	0.33068	0.97415	0.30853	1.1185	0.3329	1.1306
624	1	0.3308	0.97365	0.30862	1.118	0.33282	1.1304
625	1	0.33091	0.97317	0.30871	1.1175	0.33274	1.1303
626	1	0.33102	0.97269	0.3088	1.117	0.33266	1.1301
627	1	0.33112	0.97222	0.3089	1.1165	0.33258	1.1299
628	1	0.33122	0.97175	0.30899	1.116	0.3325	1.1297
629	1	0.33132	0.97129	0.30908	1.1155	0.33241	1.1295
630	1	0.33141	0.97084	0.30917	1.115	0.33232	1.1293
631	1	0.33149	0.97039	0.30927	1.1144	0.33223	1.1291
632	1	0.33157	0.96996	0.30936	1.1139	0.33214	1.1289
633	1	0.33165	0.96953	0.30945	1.1134	0.33204	1.1287
634	1	0.33171	0.96911	0.30954	1.1128	0.33194	1.1285
635	1	0.33178	0.96869	0.30963	1.1123	0.33184	1.1282
636	1	0.33184	0.96828	0.30972	1.1117	0.33174	1.128
637	1	0.33189	0.96788	0.30981	1.1112	0.33163	1.1278
638	1	0.33194	0.96749	0.30989	1.1106	0.33153	1.1276
639	1	0.33198	0.96711	0.30998	1.1101	0.33141	1.1274
640	1	0.33201	0.96674	0.31006	1.1095	0.3313	1.1271
641	1	0.33204	0.96637	0.31015	1.109	0.33118	1.1269
642	1	0.33207	0.96601	0.31023	1.1084	0.33106	1.1267
643	1	0.33209	0.96566	0.31031	1.1078	0.33094	1.1264
644	1	0.3321	0.96532	0.31039	1.1072	0.33081	1.1262
645	1	0.33211	0.96499	0.31047	1.1067	0.33068	1.126
646	1	0.33211	0.96467	0.31055	1.1061	0.33055	1.1257
647	1	0.33211	0.96436	0.31063	1.1055	0.33041	1.1255
648	1	0.33209	0.96405	0.3107	1.1049	0.33027	1.1253
649	1	0.33208	0.96376	0.31077	1.1044	0.33012	1.125
650	1	0.33205	0.96348	0.31085	1.1038	0.32997	1.1248
651	1	0.33203	0.9632	0.31091	1.1032	0.32982	1.1246
652	1	0.33199	0.96293	0.31098	1.1026	0.32966	1.1243
653	1	0.33195	0.96268	0.31105	1.102	0.3295	1.1241
654	1	0.3319	0.96243	0.31111	1.1014	0.32933	1.1238
655	1	0.33185	0.9622	0.31117	1.1008	0.32916	1.1236
656	1	0.33178	0.96197	0.31123	1.1003	0.32899	1.1234
657	1	0.33172	0.96176	0.31128	1.0997	0.32881	1.1231
658	1	0.33164	0.96155	0.31133	1.0991	0.32863	1.1229
659	1	0.33156	0.96136	0.31138	1.0985	0.32844	1.1227
660	1	0.33147	0.96118	0.31143	1.0979	0.32825	1.1224
661	1	0.33138	0.96101	0.31148	1.0973	0.32805	1.1222
662	1	0.33128	0.96084	0.31152	1.0968	0.32784	1.122
663	1	0.33117	0.96069	0.31156	1.0962	0.32764	1.1218
664	1	0.33105	0.96056	0.31159	1.0956	0.32742	1.1215
665	1	0.33093	0.96043	0.31162	1.095	0.3272	1.1213
666	1	0.3308	0.96031	0.31165	1.0944	0.32698	1.1211
667	1	0.33066	0.96021	0.31168	1.0939	0.32675	1.1209
668	1	0.33052	0.96011	0.3117	1.0933	0.32651	1.1207
669	1	0.33037	0.96003	0.31172	1.0927	0.32627	1.1205
670	1	0.33021	0.95996	0.31173	1.0921	0.32603	1.1203
671	1	0.33004	0.95991	0.31174	1.0916	0.32577	1.1201
672	1	0.32987	0.95986	0.31175	1.091	0.32552	1.1199
673	1	0.32969	0.95983	0.31175	1.0904	0.32525	1.1197
674	1	0.3295	0.95981	0.31175	1.0899	0.32498	1.1195
675	1	0.3293	0.9598	0.31175	1.0893	0.3247	1.1193
676	1	0.3291	0.9598	0.31174	1.0888	0.32442	1.1191
677	1	0.32889	0.95982	0.31172	1.0882	0.32413	1.1189
678	1	0.32867	0.95985	0.3117	1.0877	0.32383	1.1188
679	1	0.32844	0.95989	0.31168	1.0871	0.32353	1.1186
680	1	0.3282	0.95995	0.31165	1.0866	0.32322	1.1184
681	1	0.32796	0.96002	0.31162	1.0861	0.3229	1.1183
682	1	0.32771	0.9601	0.31158	1.0856	0.32257	1.1181
683	1	0.32745	0.96019	0.31154	1.085	0.32224	1.118
684	1	0.32718	0.9603	0.31149	1.0845	0.3219	1.1179
685	1	0.3269	0.96042	0.31144	1.084	0.32155	1.1177
686	1	0.32662	0.96056	0.31138	1.0835	0.3212	1.1176
687	1	0.32633	0.96071	0.31132	1.083	0.32084	1.1175
688	1	0.32603	0.96087	0.31125	1.0825	0.32047	1.1174
689	1	0.32572	0.96105	0.31118	1.082	0.32009	1.1173
690	1	0.3254	0.96124	0.3111	1.0816	0.3197	1.1172
691	1	0.32507	0.96145	0.31101	1.0811	0.31931	1.1171
692	1	0.32473	0.96167	0.31092	1.0806	0.31891	1.117
693	1	0.32439	0.96191	0.31082	1.0802	0.3185	1.117
694	1	0.32404	0.96216	0.31071	1.0797	0.31808	1.1169
695	1	0.32367	0.96242	0.3106	1.0793	0.31765	1.1169
696	1	0.3233	0.9627	0.31048	1.0788	0.31721	1.1168
697	1	0.32292	0.963	0.31036	1.0784	0.31677	1.1168
698	1	0.32253	0.96331	0.31023	1.078	0.31631	1.1168
699	1	0.32213	0.96363	0.31009	1.0776	0.31585	1.1167
700	1	0.32173	0.96397	0.30995	1.0772	0.31538	1.1167
701	1	0.32131	0.96432	0.3098	1.0768	0.3149	1.1167
702	1	0.3209	0.96469	0.30965	1.0764	0.31442	1.1167
703	1	0.3205	0.96507	0.30951	1.076	0.31394	1.1168
704	1	0.32012	0.96545	0.30939	1.0756	0.31348	1.1168
705	1	0.31977	0.96584	0.30928	1.0752	0.31304	1.1168
706	1	0.31946	0.96623	0.3092	1.0748	0.31263	1.1168
707	1	0.31919	0.96662	0.30914	1.0745	0.31226	1.1168
708	1	0.31895	0.967	0.30911	1.0741	0.31192	1.1169
709	1	0.31876	0.96738	0.30911	1.0737	0.31161	1.1169
710	1	0.31861	0.96776	0.30912	1.0733	0.31135	1.1169
711	1	0.31849	0.96812	0.30916	1.0729	0.31113	1.1168
712	1	0.31841	0.96848	0.30921	1.0725	0.31094	1.1168
713	1	0.31835	0.96884	0.30928	1.0721	0.31078	1.1168
714	1	0.31831	0.96918	0.30936	1.0717	0.31066	1.1168
715	1	0.31829	0.96952	0.30945	1.0713	0.31056	1.1167
716	1	0.31828	0.96985	0.30954	1.0708	0.31049	1.1166
717	1	0.31829	0.97018	0.30963	1.0704	0.31044	1.1166
718	1	0.31829	0.9705	0.30973	1.07	0.3104	1.1165
719	1	0.3183	0.97081	0.30982	1.0696	0.31038	1.1164
720	1	0.31831	0.97112	0.30991	1.0691	0.31037	1.1163
721	1	0.31832	0.97143	0.31	1.0687	0.31036	1.1162
722	1	0.31833	0.97173	0.31008	1.0683	0.31036	1.1161
723	1	0.31832	0.97204	0.31016	1.0678	0.31036	1.1159
724	1	0.31832	0.97233	0.31024	1.0674	0.31036	1.1158
725	1	0.3183	0.97263	0.31031	1.067	0.31036	1.1157
726	1	0.31828	0.97293	0.31037	1.0665	0.31036	1.1155
727	1	0.31824	0.97322	0.31043	1.0661	0.31036	1.1154
728	1	0.3182	0.97352	0.31048	1.0657	0.31034	1.1152
729	1	0.31815	0.97381	0.31052	1.0652	0.31032	1.115
730	1	0.31809	0.97411	0.31056	1.0648	0.3103	1.1149
731	1	0.31803	0.97441	0.3106	1.0644	0.31027	1.1147
732	1	0.31795	0.9747	0.31063	1.064	0.31023	1.1145
733	1	0.31787	0.975	0.31066	1.0635	0.31018	1.1143
734	1	0.31778	0.9753	0.31068	1.0631	0.31013	1.1141
735	1	0.31769	0.9756	0.3107	1.0627	0.31007	1.114
736	1	0.31759	0.9759	0.31072	1.0623	0.31	1.1138
737	1	0.31748	0.97621	0.31073	1.0619	0.30993	1.1136
738	1	0.31737	0.97651	0.31074	1.0615	0.30985	1.1134
739	1	0.31725	0.97682	0.31075	1.061	0.30976	1.1132
740	1	0.31713	0.97713	0.31075	1.0606	0.30966	1.113
741	1	0.31701	0.97744	0.31075	1.0602	0.30956	1.1128
742	1	0.31688	0.97775	0.31075	1.0598	0.30946	1.1126
743	1	0.31675	0.97806	0.31075	1.0594	0.30935	1.1124
744	1	0.31661	0.97838	0.31074	1.059	0.30923	1.1122
745	1	0.31648	0.9787	0.31073	1.0586	0.30911	1.112
746	1	0.31634	0.97902	0.31073	1.0582	0.30899	1.1118
747	1	0.3162	0.97934	0.31072	1.0579	0.30886	1.1116
748	1	0.31606	0.97966	0.3107	1.0575	0.30873	1.1114
749	1	0.31591	0.97999	0.31069	1.0571	0.30859	1.1112
750	1	0.31577	0.98031	0.31068	1.0567	0.30846	1.111
751	1	0.31562	0.98064	0.31066	1.0563	0.30832	1.1108
752	1	0.31547	0.98097	0.31064	1.056	0.30818	1.1106
753	1	0.31533	0.9813	0.31063	1.0556	0.30803	1.1104
754	1	0.31518	0.98164	0.31061	1.0552	0.30789	1.1102
755	1	0.31503	0.98197	0.31059	1.0549	0.30774	1.11
756	1	0.31488	0.98231	0.31057	1.0545	0.30759	1.1098
757	1	0.31473	0.98264	0.31055	1.0541	0.30744	1.1096
758	1	0.31458	0.98298	0.31052	1.0538	0.30729	1.1094
759	1	0.31443	0.98332	0.3105	1.0534	0.30714	1.1092
760	1	0.31428	0.98366	0.31047	1.0531	0.30698	1.109
761	1	0.31413	0.984	0.31045	1.0527	0.30683	1.1088
762	1	0.31398	0.98435	0.31042	1.0524	0.30668	1.1086
763	1	0.31383	0.98469	0.3104	1.0521	0.30652	1.1084
764	1	0.31369	0.98504	0.31037	1.0517	0.30637	1.1082
765	1	0.31354	0.98538	0.31034	1.0514	0.30622	1.1079
766	1	0.31339	0.98573	0.31031	1.0511	0.30606	1.1077
767	1	0.31324	0.98608	0.31028	1.0507	0.30591	1.1075
768	1	0.3131	0.98642	0.31025	1.0504	0.30575	1.1073
769	1	0.31295	0.98677	0.31022	1.0501	0.3056	1.1071
770	1	0.31281	0.98712	0.31019	1.0498	0.30545	1.1069
771	1	0.31266	0.98747	0.31016	1.0495	0.3053	1.1067
772	1	0.31252	0.98782	0.31013	1.0491	0.30515	1.1065
773	1	0.31238	0.98817	0.31009	1.0488	0.305	1.1063
774	1	0.31224	0.98852	0.31006	1.0485	0.30485	1.1061
775	1	0.3121	0.98887	0.31002	1.0482	0.3047	1.1059
776	1	0.31196	0.98922	0.30999	1.0479	0.30455	1.1057
777	1	0.31182	0.98957	0.30995	1.0476	0.3044	1.1055
778	1	0.31168	0.98992	0.30992	1.0473	0.30426	1.1053
779	1	0.31155	0.99027	0.30988	1.047	0.30411	1.1051
780	1	0.31141	0.99062	0.30985	1.0467	0.30397	1.1049
781	1	0.31128	0.99097	0.30981	1.0465	0.30383	1.1047
782	1	0.31115	0.99132	0.30977	1.0462	0.30369	1.1045
783	1	0.31102	0.99167	0.30974	1.0459	0.30355	1.1042
784	1	0.31089	0.99201	0.3097	1.0456	0.30341	1.104
785	1	0.31076	0.99236	0.30966	1.0453	0.30327	1.1038
786	1	0.31063	0.99271	0.30962	1.0451	0.30314	1.1036
787	1	0.31051	0.99305	0.30959	1.0448	0.303	1.1034
788	1	0.31039	0.9934	0.30955	1.0445	0.30287	1.1032
789	1	0.31027	0.99374	0.30951	1.0443	0.30274	1.103
790	1	0.31015	0.99408	0.30947	1.044	0.30261	1.1028
791	1	0.31003	0.99442	0.30943	1.0438	0.30248	1.1026
792	1	0.30991	0.99476	0.30939	1.0435	0.30236	1.1023
793	1	0.3098	0.9951	0.30936	1.0433	0.30223	1.1021
794	1	0.30969	0.99544	0.30932	1.043	0.30211	1.1019
795	1	0.30958	0.99577	0.30928	1.0428	0.30199	1.1017
796	1	0.30947	0.99611	0.30924	1.0425	0.30188	1.1015
797	1	0.30936	0.99644	0.3092	1.0423	0.30176	1.1013
798	1	0.30926	0.99677	0.30916	1.042	0.30165	1.101
799	1	0.30916	0.9971	0.30913	1.0418	0.30154	1.1008
800	1	0.30906	0.99743	0.30909	1.0416	0.30143	1.1006
801	1	0.30896	0.99775	0.30905	1.0413	0.30132	1.1004
802	1	0.30887	0.99807	0.30901	1.0411	0.30122	1.1001
803	1	0.30878	0.99839	0.30898	1.0409	0.30111	1.0999
804	1	0.30869	0.99871	0.30894	1.0406	0.30102	1.0997
805	1	0.3086	0.99903	0.3089	1.0404	0.30092	1.0995
806	1	0.30851	0.99934	0.30887	1.0402	0.30082	1.0992
807	1	0.30843	0.99965	0.30883	1.04	0.30073	1.099
808	1	0.30835	0.99996	0.3088	1.0398	0.30064	1.0988
809	1	0.30827	1.0003	0.30876	1.0395	0.30056	1.0985
810	1	0.3082	1.0006	0.30873	1.0393	0.30048	1.0983
811	1	0.30813	1.0009	0.3087	1.0391	0.30039	1.098
812	1	0.30806	1.0012	0.30867	1.0389	0.30032	1.0978
813	1	0.30799	1.0015	0.30864	1.0387	0.30024	1.0976
814	1	0.30793	1.0017	0.30861	1.0385	0.30017	1.0973
815	1	0.30787	1.002	0.30858	1.0383	0.3001	1.0971
816	1	0.30781	1.0023	0.30855	1.0381	0.30004	1.0968
817	1	0.30776	1.0026	0.30852	1.0379	0.29998	1.0966
818	1	0.30771	1.0029	0.30849	1.0377	0.29992	1.0963
819	1	0.30766	1.0031	0.30847	1.0375	0.29987	1.096
820	1	0.30762	1.0034	0.30844	1.0373	0.29981	1.0958
821	1	0.30758	1.0037	0.30842	1.0371	0.29977	1.0955
822	1	0.30754	1.0039	0.3084	1.0369	0.29972	1.0953
823	1	0.30751	1.0042	0.30838	1.0367	0.29968	1.095
824	1	0.30748	1.0044	0.30836	1.0365	0.29965	1.0947
825	1	0.30745	1.0047	0.30834	1.0363	0.29961	1.0944
826	1	0.30743	1.0049	0.30832	1.0361	0.29959	1.0942
827	1	0.30741	1.0052	0.30831	1.0359	0.29956	1.0939
828	1	0.30739	1.0054	0.30829	1.0357	0.29954	1.0936
829	1	0.30738	1.0056	0.30828	1.0355	0.29953	1.0933
830	1	0.30737	1.0059	0.30827	1.0353	0.29951	1.093
831	1	0.30737	1.0061	0.30826	1.0351	0.29951	1.0927
832	1	0.30737	1.0063	0.30825	1.0349	0.2995	1.0924
833	1	0.30737	1.0065	0.30825	1.0348	0.2995	1.0921
834	1	0.30738	1.0067	0.30824	1.0346	0.29951	1.0918
835	1	0.30739	1.0069	0.30824	1.0344	0.29952	1.0915
836	1	0.30741	1.0071	0.30824	1.0342	0.29954	1.0912
837	1	0.30743	1.0073	0.30824	1.034	0.29956	1.0909
838	1	0.30745	1.0075	0.30825	1.0338	0.29958	1.0905
839	1	0.30748	1.0076	0.30825	1.0336	0.29961	1.0902
840	1	0.30752	1.0078	0.30826	1.0334	0.29965	1.0899
841	1	0.30756	1.008	0.30827	1.0332	0.29969	1.0895
842	1	0.3076	1.0081	0.30829	1.0331	0.29973	1.0892
843	1	0.30765	1.0083	0.3083	1.0329	0.29978	1.0889
844	1	0.3077	1.0084	0.30832	1.0327	0.29984	1.0885
845	1	0.30776	1.0086	0.30834	1.0325	0.2999	1.0881
846	1	0.30782	1.0087	0.30836	1.0323	0.29997	1.0878
847	1	0.30789	1.0088	0.30839	1.0321	0.30004	1.0874
848	1	0.30796	1.0089	0.30842	1.0319	0.30012	1.087
849	1	0.30803	1.0091	0.30845	1.0317	0.30021	1.0867
850	1	0.30812	1.0092	0.30849	1.0315	0.3003	1.0863
851	1	0.3082	1.0093	0.30852	1.0313	0.3004	1.0859
852	1	0.3083	1.0094	0.30856	1.0311	0.3005	1.0855
853	1	0.30839	1.0094	0.30861	1.0309	0.30061	1.0851
854	1	0.30849	1.0095	0.30865	1.0307	0.30072	1.0847
855	1	0.30859	1.0096	0.30869	1.0305	0.30083	1.0843
856	1	0.30869	1.0097	0.30873	1.0303	0.30095	1.0839
857	1	0.30878	1.0097	0.30877	1.0301	0.30106	1.0835
858	1	0.30887	1.0098	0.30881	1.0299	0.30117	1.083
859	1	0.30895	1.0098	0.30884	1.0297	0.30128	1.0826
860	1	0.30902	1.0099	0.30886	1.0295	0.30138	1.0822
861	1	0.30909	1.0099	0.30888	1.0293	0.30147	1.0817
862	1	0.30914	1.01	0.30889	1.0291	0.30156	1.0813
863	1	0.30919	1.01	0.3089	1.0289	0.30163	1.0809
864	1	0.30922	1.0101	0.3089	1.0287	0.30169	1.0805
865	1	0.30925	1.0101	0.3089	1.0285	0.30175	1.08
866	1	0.30926	1.0101	0.30889	1.0283	0.30179	1.0796
867	1	0.30927	1.0102	0.30887	1.0281	0.30182	1.0792
868	1	0.30928	1.0102	0.30886	1.0279	0.30184	1.0787
869	1	0.30927	1.0103	0.30884	1.0277	0.30186	1.0783
870	1	0.30927	1.0103	0.30881	1.0276	0.30186	1.0779
871	1	0.30926	1.0103	0.30879	1.0274	0.30186	1.0775
872	1	0.30924	1.0104	0.30876	1.0272	0.30185	1.077
873	1	0.30922	1.0104	0.30874	1.027	0.30183	1.0766
874	1	0.30921	1.0105	0.30871	1.0269	0.30181	1.0762
875	1	0.30919	1.0105	0.30868	1.0267	0.30178	1.0758
876	1	0.30917	1.0105	0.30866	1.0265	0.30175	1.0754
877	1	0.30915	1.0106	0.30863	1.0264	0.30172	1.075
878	1	0.30913	1.0106	0.30861	1.0262	0.30168	1.0746
879	1	0.30912	1.0107	0.30858	1.026	0.30164	1.0742
880	1	0.3091	1.0107	0.30856	1.0259	0.30161	1.0738
881	1	0.30909	1.0107	0.30854	1.0257	0.30157	1.0733
882	1	0.30908	1.0108	0.30852	1.0256	0.30153	1.0729
883	1	0.30907	1.0108	0.3085	1.0254	0.3015	1.0725
884	1	0.30907	1.0108	0.30848	1.0252	0.30147	1.0721
885	1	0.30907	1.0109	0.30847	1.0251	0.30143	1.0717
886	1	0.30907	1.0109	0.30845	1.0249	0.3014	1.0714
887	1	0.30907	1.0109	0.30844	1.0248	0.30138	1.071
888	1	0.30908	1.0109	0.30843	1.0246	0.30135	1.0706
889	1	0.30909	1.011	0.30842	1.0245	0.30133	1.0702
890	1	0.3091	1.011	0.30841	1.0243	0.30131	1.0698
891	1	0.30911	1.011	0.3084	1.0242	0.3013	1.0694
892	1	0.30913	1.011	0.30839	1.024	0.30128	1.069
893	1	0.30915	1.011	0.30839	1.0239	0.30127	1.0686
894	1	0.30917	1.011	0.30838	1.0237	0.30127	1.0682
895	1	0.30919	1.0111	0.30838	1.0236	0.30126	1.0678
896	1	0.30921	1.0111	0.30837	1.0234	0.30126	1.0674
897	1	0.30924	1.0111	0.30837	1.0233	0.30126	1.067
898	1	0.30927	1.0111	0.30837	1.0232	0.30127	1.0666
899	1	0.3093	1.0111	0.30837	1.023	0.30128	1.0662
900	1	0.30933	1.0111	0.30837	1.0229	0.30129	1.0658
901	1	0.30937	1.0111	0.30837	1.0227	0.3013	1.0654
902	1	0.3094	1.0111	0.30837	1.0226	0.30132	1.065
903	1	0.30944	1.011	0.30837	1.0224	0.30133	1.0647
904	1	0.30947	1.011	0.30837	1.0223	0.30135	1.0643
905	1	0.30951	1.011	0.30838	1.0222	0.30138	1.0639
906	1	0.30955	1.011	0.30838	1.022	0.3014	1.0635
907	1	0.30959	1.011	0.30839	1.0219	0.30143	1.0631
908	1	0.30964	1.011	0.30839	1.0217	0.30146	1.0627
909	1	0.30968	1.0109	0.3084	1.0216	0.30149	1.0623
910	1	0.30972	1.0109	0.3084	1.0215	0.30152	1.0619
911	1	0.30977	1.0109	0.30841	1.0213	0.30156	1.0615
912	1	0.30982	1.0109	0.30842	1.0212	0.30159	1.0611
913	1	0.30986	1.0108	0.30842	1.021	0.30163	1.0607
914	1	0.30991	1.0108	0.30843	1.0209	0.30167	1.0603
915	1	0.30996	1.0108	0.30844	1.0208	0.30171	1.0599
