time	r	uservo	yservo	ureg	yreg	uusort	yusort
916	1	0.31001	1.0107	0.30845	1.0206	0.30175	1.0595
917	1	0.31006	1.0107	0.30846	1.0205	0.30179	1.0591
918	1	0.31011	1.0106	0.30847	1.0203	0.30184	1.0587
919	1	0.31016	1.0106	0.30848	1.0202	0.30189	1.0583
920	1	0.31021	1.0105	0.30849	1.0201	0.30193	1.0579
921	1	0.31026	1.0105	0.3085	1.0199	0.30198	1.0575
922	1	0.31031	1.0104	0.30852	1.0198	0.30203	1.0571
923	1	0.31037	1.0104	0.30853	1.0197	0.30208	1.0567
924	1	0.31042	1.0103	0.30854	1.0195	0.30213	1.0563
925	1	0.31047	1.0103	0.30855	1.0194	0.30218	1.0559
926	1	0.31053	1.0102	0.30857	1.0192	0.30224	1.0555
927	1	0.31058	1.0102	0.30858	1.0191	0.30229	1.0551
928	1	0.31064	1.0101	0.3086	1.019	0.30234	1.0547
929	1	0.31069	1.01	0.30861	1.0188	0.3024	1.0542
930	1	0.31075	1.01	0.30863	1.0187	0.30246	1.0538
931	1	0.31081	1.0099	0.30864	1.0186	0.30251	1.0534
932	1	0.31086	1.0098	0.30866	1.0184	0.30257	1.053
933	1	0.31092	1.0098	0.30868	1.0183	0.30263	1.0526
934	1	0.31098	1.0097	0.30869	1.0182	0.30269	1.0522
935	1	0.31103	1.0096	0.30871	1.018	0.30274	1.0518
936	1	0.31109	1.0095	0.30873	1.0179	0.3028	1.0514
937	1	0.31115	1.0095	0.30875	1.0178	0.30286	1.051
938	1	0.3112	1.0094	0.30877	1.0176	0.30292	1.0506
939	1	0.31126	1.0093	0.30879	1.0175	0.30298	1.0502
940	1	0.31132	1.0092	0.3088	1.0173	0.30304	1.0498
941	1	0.31138	1.0091	0.30882	1.0172	0.30311	1.0494
942	1	0.31143	1.009	0.30884	1.0171	0.30317	1.049
943	1	0.31149	1.009	0.30886	1.0169	0.30323	1.0486
944	1	0.31155	1.0089	0.30889	1.0168	0.30329	1.0481
945	1	0.31161	1.0088	0.30891	1.0167	0.30335	1.0477
946	1	0.31166	1.0087	0.30893	1.0165	0.30342	1.0473
947	1	0.31172	1.0086	0.30895	1.0164	0.30348	1.0469
948	1	0.31178	1.0085	0.30897	1.0163	0.30354	1.0465
949	1	0.31184	1.0084	0.30899	1.0161	0.3036	1.0461
950	1	0.31189	1.0083	0.30901	1.016	0.30367	1.0457
951	1	0.31195	1.0082	0.30904	1.0159	0.30373	1.0453
952	1	0.312	1.0081	0.30906	1.0157	0.30379	1.0449
953	1	0.31206	1.008	0.30908	1.0156	0.30386	1.0445
954	1	0.31212	1.0079	0.30911	1.0155	0.30392	1.0441
955	1	0.31217	1.0078	0.30913	1.0153	0.30398	1.0437
956	1	0.31223	1.0077	0.30915	1.0152	0.30404	1.0433
957	1	0.31228	1.0076	0.30918	1.0151	0.3041	1.0429
958	1	0.31233	1.0075	0.3092	1.0149	0.30417	1.0425
959	1	0.31239	1.0074	0.30922	1.0148	0.30423	1.0421
960	1	0.31244	1.0073	0.30925	1.0147	0.30429	1.0417
961	1	0.31249	1.0072	0.30927	1.0145	0.30435	1.0413
962	1	0.31254	1.0071	0.30929	1.0144	0.30441	1.0409
963	1	0.31259	1.007	0.30932	1.0143	0.30447	1.0405
964	1	0.31265	1.0069	0.30934	1.0141	0.30453	1.0401
965	1	0.3127	1.0068	0.30937	1.014	0.30459	1.0397
966	1	0.31274	1.0067	0.30939	1.0139	0.30465	1.0393
967	1	0.31279	1.0065	0.30941	1.0137	0.3047	1.0389
968	1	0.31284	1.0064	0.30944	1.0136	0.30476	1.0385
969	1	0.31289	1.0063	0.30946	1.0135	0.30482	1.0381
970	1	0.31293	1.0062	0.30949	1.0133	0.30487	1.0377
971	1	0.31298	1.0061	0.30951	1.0132	0.30493	1.0373
972	1	0.31302	1.006	0.30953	1.0131	0.30498	1.0369
973	1	0.31307	1.0059	0.30956	1.0129	0.30504	1.0365
974	1	0.31311	1.0058	0.30958	1.0128	0.30509	1.0362
975	1	0.31315	1.0057	0.3096	1.0127	0.30514	1.0358
976	1	0.31319	1.0056	0.30963	1.0125	0.30519	1.0354
977	1	0.31323	1.0055	0.30965	1.0124	0.30524	1.035
978	1	0.31327	1.0053	0.30967	1.0123	0.30529	1.0346
979	1	0.3133	1.0052	0.30969	1.0122	0.30533	1.0342
980	1	0.31334	1.0051	0.30972	1.012	0.30538	1.0339
981	1	0.31337	1.005	0.30974	1.0119	0.30542	1.0335
982	1	0.3134	1.0049	0.30976	1.0118	0.30547	1.0331
983	1	0.31344	1.0048	0.30978	1.0116	0.30551	1.0327
984	1	0.31347	1.0047	0.3098	1.0115	0.30555	1.0324
985	1	0.31349	1.0046	0.30982	1.0114	0.30559	1.032
986	1	0.31352	1.0045	0.30984	1.0113	0.30562	1.0316
987	1	0.31355	1.0044	0.30986	1.0111	0.30566	1.0313
988	1	0.31357	1.0043	0.30987	1.011	0.30569	1.0309
989	1	0.31359	1.0042	0.30989	1.0109	0.30573	1.0305
990	1	0.31362	1.0041	0.30991	1.0108	0.30576	1.0302
991	1	0.31363	1.004	0.30992	1.0107	0.30578	1.0298
992	1	0.31365	1.0039	0.30994	1.0105	0.30581	1.0295
993	1	0.31367	1.0038	0.30995	1.0104	0.30584	1.0291
994	1	0.31368	1.0037	0.30997	1.0103	0.30586	1.0288
995	1	0.31369	1.0036	0.30998	1.0102	0.30588	1.0284
996	1	0.3137	1.0035	0.30999	1.0101	0.3059	1.0281
997	1	0.31371	1.0034	0.31001	1.0099	0.30591	1.0278
998	1	0.31372	1.0033	0.31002	1.0098	0.30593	1.0274
999	1	0.31372	1.0032	0.31003	1.0097	0.30594	1.0271
1000	1	0.31373	1.0032	0.31003	1.0096	0.30595	1.0268
1001	1	0.31373	1.0031	0.31004	1.0095	0.30595	1.0264
1002	1	0.31372	1.003	0.31005	1.0094	0.30596	1.0261
1003	1	0.31372	1.0029	0.31005	1.0093	0.30596	1.0258
1004	1	0.31371	1.0028	0.31006	1.0092	0.30596	1.0255
1005	1	0.3137	1.0027	0.31006	1.0091	0.30596	1.0251
1006	1	0.3137	1.0027	0.31007	1.009	0.30595	1.0248
1007	1	0.31368	1.0026	0.31007	1.0089	0.30594	1.0245
1008	1	0.31367	1.0025	0.31007	1.0087	0.30593	1.0242
1009	1	0.31366	1.0025	0.31008	1.0086	0.30592	1.0239
1010	1	0.31365	1.0024	0.31008	1.0085	0.30591	1.0236
1011	1	0.31364	1.0023	0.31008	1.0084	0.3059	1.0233
1012	1	0.31363	1.0023	0.31009	1.0083	0.30589	1.023
1013	1	0.31362	1.0022	0.31009	1.0082	0.30588	1.0228
1014	1	0.31361	1.0021	0.3101	1.0081	0.30588	1.0225
1015	1	0.31361	1.0021	0.31011	1.008	0.30587	1.0222
1016	1	0.3136	1.002	0.31012	1.008	0.30587	1.0219
1017	1	0.3136	1.0019	0.31013	1.0079	0.30587	1.0216
1018	1	0.31361	1.0019	0.31015	1.0078	0.30587	1.0213
1019	1	0.31361	1.0018	0.31016	1.0077	0.30588	1.0211
1020	1	0.31362	1.0018	0.31018	1.0076	0.30589	1.0208
1021	1	0.31363	1.0017	0.3102	1.0075	0.3059	1.0205
1022	1	0.31364	1.0016	0.31022	1.0074	0.30591	1.0202
1023	1	0.31365	1.0016	0.31024	1.0073	0.30593	1.02
1024	1	0.31367	1.0015	0.31026	1.0072	0.30596	1.0197
1025	1	0.31368	1.0015	0.31028	1.0071	0.30598	1.0194
1026	1	0.3137	1.0014	0.31031	1.007	0.30601	1.0192
1027	1	0.31372	1.0013	0.31033	1.0069	0.30605	1.0189
1028	1	0.31374	1.0013	0.31035	1.0068	0.30608	1.0186
1029	1	0.31376	1.0012	0.31038	1.0067	0.30612	1.0184
1030	1	0.31378	1.0012	0.3104	1.0066	0.30616	1.0181
1031	1	0.3138	1.0011	0.31043	1.0065	0.3062	1.0178
1032	1	0.31382	1.001	0.31045	1.0064	0.30624	1.0176
1033	1	0.31384	1.001	0.31048	1.0063	0.30629	1.0173
1034	1	0.31387	1.0009	0.3105	1.0062	0.30633	1.017
1035	1	0.31389	1.0009	0.31053	1.0061	0.30638	1.0168
1036	1	0.3139	1.0008	0.31055	1.006	0.30643	1.0165
1037	1	0.31392	1.0007	0.31057	1.0059	0.30647	1.0163
1038	1	0.31394	1.0007	0.3106	1.0058	0.30652	1.016
1039	1	0.31396	1.0006	0.31062	1.0057	0.30657	1.0157
1040	1	0.31398	1.0006	0.31064	1.0056	0.30662	1.0155
1041	1	0.31399	1.0005	0.31067	1.0056	0.30667	1.0152
1042	1	0.31401	1.0005	0.31069	1.0055	0.30671	1.015
1043	1	0.31402	1.0004	0.31071	1.0054	0.30676	1.0147
1044	1	0.31403	1.0003	0.31074	1.0053	0.30681	1.0145
1045	1	0.31405	1.0003	0.31076	1.0052	0.30685	1.0142
1046	1	0.31406	1.0002	0.31078	1.0051	0.3069	1.014
1047	1	0.31407	1.0002	0.3108	1.005	0.30695	1.0137
1048	1	0.31408	1.0001	0.31082	1.0049	0.30699	1.0135
1049	1	0.31409	1.0001	0.31084	1.0048	0.30703	1.0132
1050	1	0.3141	1	0.31086	1.0047	0.30707	1.013
1051	1	0.3141	0.99997	0.31088	1.0046	0.30712	1.0127
1052	1	0.31411	0.99992	0.3109	1.0046	0.30716	1.0125
1053	1	0.31411	0.99987	0.31092	1.0045	0.3072	1.0123
1054	1	0.31412	0.99983	0.31094	1.0044	0.30723	1.012
1055	1	0.31412	0.99978	0.31096	1.0043	0.30727	1.0118
1056	1	0.31413	0.99973	0.31098	1.0042	0.30731	1.0115
1057	1	0.31413	0.99969	0.311	1.0041	0.30734	1.0113
1058	1	0.31413	0.99964	0.31102	1.004	0.30738	1.0111
1059	1	0.31413	0.9996	0.31104	1.0039	0.30741	1.0108
1060	1	0.31413	0.99956	0.31106	1.0039	0.30744	1.0106
1061	1	0.31413	0.99951	0.31107	1.0038	0.30748	1.0104
1062	1	0.31413	0.99947	0.31109	1.0037	0.30751	1.0102
1063	1	0.31413	0.99943	0.31111	1.0036	0.30754	1.0099
1064	1	0.31413	0.99939	0.31113	1.0035	0.30757	1.0097
1065	1	0.31412	0.99936	0.31114	1.0034	0.3076	1.0095
1066	1	0.31412	0.99932	0.31116	1.0034	0.30762	1.0093
1067	1	0.31412	0.99928	0.31118	1.0033	0.30765	1.0091
1068	1	0.31411	0.99925	0.31119	1.0032	0.30768	1.0088
1069	1	0.31411	0.99921	0.31121	1.0031	0.3077	1.0086
1070	1	0.3141	0.99918	0.31123	1.003	0.30773	1.0084
1071	1	0.3141	0.99915	0.31124	1.003	0.30775	1.0082
1072	1	0.31409	0.99912	0.31126	1.0029	0.30778	1.008
1073	1	0.31408	0.99909	0.31128	1.0028	0.3078	1.0078
1074	1	0.31408	0.99906	0.31129	1.0027	0.30782	1.0076
1075	1	0.31407	0.99903	0.31131	1.0026	0.30784	1.0074
1076	1	0.31406	0.999	0.31132	1.0026	0.30787	1.0072
1077	1	0.31405	0.99898	0.31134	1.0025	0.30789	1.007
1078	1	0.31404	0.99895	0.31135	1.0024	0.30791	1.0068
1079	1	0.31403	0.99893	0.31137	1.0023	0.30793	1.0066
1080	1	0.31402	0.99891	0.31138	1.0023	0.30795	1.0064
1081	1	0.31401	0.99888	0.3114	1.0022	0.30796	1.0062
1082	1	0.314	0.99886	0.31141	1.0021	0.30798	1.006
1083	1	0.31399	0.99884	0.31142	1.0021	0.308	1.0058
1084	1	0.31398	0.99882	0.31144	1.002	0.30802	1.0056
1085	1	0.31396	0.99881	0.31145	1.0019	0.30804	1.0055
1086	1	0.31395	0.99879	0.31147	1.0018	0.30805	1.0053
1087	1	0.31394	0.99877	0.31148	1.0018	0.30807	1.0051
1088	1	0.31393	0.99876	0.31149	1.0017	0.30808	1.0049
1089	1	0.31391	0.99874	0.3115	1.0016	0.3081	1.0047
1090	1	0.3139	0.99873	0.31152	1.0016	0.30811	1.0046
1091	1	0.31388	0.99872	0.31153	1.0015	0.30813	1.0044
1092	1	0.31387	0.99871	0.31154	1.0014	0.30814	1.0042
1093	1	0.31385	0.9987	0.31155	1.0014	0.30816	1.004
1094	1	0.31384	0.99869	0.31157	1.0013	0.30817	1.0039
1095	1	0.31382	0.99868	0.31158	1.0012	0.30818	1.0037
1096	1	0.31381	0.99867	0.31159	1.0012	0.3082	1.0036
1097	1	0.31379	0.99867	0.3116	1.0011	0.30821	1.0034
1098	1	0.31377	0.99866	0.31161	1.0011	0.30822	1.0032
1099	1	0.31376	0.99866	0.31162	1.001	0.30823	1.0031
1100	1	0.31374	0.99865	0.31163	1.0009	0.30825	1.0029
1101	1	0.31372	0.99865	0.31164	1.0009	0.30826	1.0028
1102	1	0.3137	0.99865	0.31166	1.0008	0.30827	1.0026
1103	1	0.31369	0.99865	0.31167	1.0008	0.30828	1.0025
1104	1	0.31367	0.99865	0.31168	1.0007	0.30829	1.0023
1105	1	0.31365	0.99865	0.31169	1.0006	0.3083	1.0022
1106	1	0.31363	0.99865	0.3117	1.0006	0.30831	1.002
1107	1	0.31361	0.99866	0.31171	1.0005	0.30832	1.0019
1108	1	0.31359	0.99866	0.31171	1.0005	0.30833	1.0017
1109	1	0.31358	0.99866	0.31172	1.0004	0.30834	1.0016
1110	1	0.31356	0.99867	0.31173	1.0004	0.30835	1.0014
1111	1	0.31354	0.99867	0.31174	1.0003	0.30836	1.0013
1112	1	0.31352	0.99868	0.31175	1.0003	0.30837	1.0012
1113	1	0.3135	0.99869	0.31176	1.0002	0.30838	1.001
1114	1	0.31348	0.9987	0.31177	1.0002	0.30839	1.0009
1115	1	0.31346	0.99871	0.31178	1.0001	0.3084	1.0008
1116	1	0.31344	0.99872	0.31179	1	0.30841	1.0006
1117	1	0.31342	0.99873	0.31179	1	0.30842	1.0005
1118	1	0.3134	0.99874	0.3118	0.99995	0.30843	1.0004
1119	1	0.31338	0.99875	0.31181	0.9999	0.30844	1.0003
1120	1	0.31336	0.99876	0.31182	0.99985	0.30845	1.0001
1121	1	0.31334	0.99878	0.31183	0.99981	0.30846	1
1122	1	0.31332	0.99879	0.31183	0.99976	0.30847	0.99989
1123	1	0.3133	0.99881	0.31184	0.99971	0.30848	0.99978
1124	1	0.31328	0.99882	0.31185	0.99967	0.30849	0.99966
1125	1	0.31326	0.99884	0.31186	0.99962	0.3085	0.99954
1126	1	0.31325	0.99885	0.31186	0.99958	0.30851	0.99943
1127	1	0.31323	0.99887	0.31187	0.99954	0.30852	0.99931
1128	1	0.31321	0.99889	0.31188	0.99949	0.30853	0.9992
1129	1	0.31319	0.99891	0.31189	0.99945	0.30855	0.99909
1130	1	0.31317	0.99892	0.31189	0.99941	0.30856	0.99898
1131	1	0.31315	0.99894	0.3119	0.99937	0.30857	0.99887
1132	1	0.31313	0.99896	0.31191	0.99933	0.30858	0.99877
1133	1	0.31312	0.99898	0.31191	0.99929	0.30859	0.99866
1134	1	0.3131	0.999	0.31192	0.99925	0.30861	0.99856
1135	1	0.31308	0.99902	0.31193	0.99921	0.30862	0.99845
1136	1	0.31306	0.99904	0.31194	0.99917	0.30863	0.99835
1137	1	0.31305	0.99907	0.31194	0.99913	0.30865	0.99825
1138	1	0.31303	0.99909	0.31195	0.99909	0.30866	0.99815
1139	1	0.31302	0.99911	0.31196	0.99906	0.30868	0.99805
1140	1	0.313	0.99913	0.31197	0.99902	0.30869	0.99795
1141	1	0.31298	0.99915	0.31197	0.99898	0.30871	0.99785
1142	1	0.31297	0.99918	0.31198	0.99895	0.30873	0.99776
1143	1	0.31296	0.9992	0.31199	0.99891	0.30874	0.99766
1144	1	0.31294	0.99922	0.312	0.99888	0.30876	0.99757
1145	1	0.31293	0.99924	0.31201	0.99884	0.30878	0.99747
1146	1	0.31292	0.99927	0.31202	0.99881	0.3088	0.99738
1147	1	0.3129	0.99929	0.31202	0.99877	0.30882	0.99729
1148	1	0.31289	0.99931	0.31203	0.99874	0.30884	0.9972
1149	1	0.31288	0.99934	0.31204	0.99871	0.30887	0.99711
1150	1	0.31287	0.99936	0.31205	0.99867	0.30889	0.99702
1151	1	0.31286	0.99938	0.31206	0.99864	0.30891	0.99693
1152	1	0.31285	0.9994	0.31207	0.99861	0.30894	0.99684
1153	1	0.31284	0.99943	0.31208	0.99858	0.30896	0.99675
1154	1	0.31284	0.99945	0.31209	0.99854	0.30899	0.99666
1155	1	0.31283	0.99947	0.3121	0.99851	0.30902	0.99657
1156	1	0.31282	0.99949	0.31211	0.99848	0.30905	0.99649
1157	1	0.31282	0.99951	0.31212	0.99845	0.30908	0.9964
1158	1	0.31281	0.99954	0.31214	0.99842	0.30911	0.99631
1159	1	0.31281	0.99956	0.31215	0.99839	0.30914	0.99622
1160	1	0.31281	0.99958	0.31216	0.99836	0.30917	0.99614
1161	1	0.3128	0.9996	0.31217	0.99833	0.30921	0.99605
1162	1	0.3128	0.99962	0.31218	0.9983	0.30924	0.99597
1163	1	0.3128	0.99964	0.3122	0.99827	0.30928	0.99588
1164	1	0.31279	0.99966	0.31221	0.99824	0.30931	0.9958
1165	1	0.31279	0.99968	0.31222	0.99821	0.30935	0.99571
1166	1	0.31279	0.9997	0.31223	0.99818	0.30938	0.99563
1167	1	0.31279	0.99971	0.31224	0.99815	0.30942	0.99554
1168	1	0.31278	0.99973	0.31225	0.99812	0.30945	0.99546
1169	1	0.31278	0.99975	0.31226	0.99809	0.30949	0.99538
1170	1	0.31277	0.99977	0.31227	0.99807	0.30952	0.99529
1171	1	0.31277	0.99979	0.31228	0.99804	0.30956	0.99521
1172	1	0.31276	0.99981	0.31229	0.99801	0.30959	0.99513
1173	1	0.31275	0.99983	0.31229	0.99799	0.30962	0.99505
1174	1	0.31275	0.99985	0.3123	0.99796	0.30965	0.99497
1175	1	0.31274	0.99987	0.31231	0.99793	0.30968	0.99489
1176	1	0.31273	0.99989	0.31232	0.99791	0.30971	0.99481
1177	1	0.31272	0.99991	0.31232	0.99789	0.30974	0.99473
1178	1	0.31271	0.99993	0.31233	0.99786	0.30976	0.99466
1179	1	0.3127	0.99995	0.31233	0.99784	0.30979	0.99458
1180	1	0.31269	0.99997	0.31234	0.99782	0.30981	0.99451
1181	1	0.31267	0.99999	0.31234	0.99779	0.30983	0.99443
1182	1	0.31266	1	0.31235	0.99777	0.30985	0.99436
1183	1	0.31265	1	0.31235	0.99775	0.30987	0.99429
1184	1	0.31264	1.0001	0.31235	0.99773	0.30989	0.99422
1185	1	0.31262	1.0001	0.31236	0.99771	0.30991	0.99415
1186	1	0.31261	1.0001	0.31236	0.99769	0.30993	0.99408
1187	1	0.31259	1.0001	0.31237	0.99767	0.30994	0.99402
1188	1	0.31258	1.0001	0.31237	0.99765	0.30996	0.99395
1189	1	0.31257	1.0002	0.31237	0.99763	0.30997	0.99389
1190	1	0.31255	1.0002	0.31238	0.99761	0.30999	0.99382
1191	1	0.31254	1.0002	0.31238	0.9976	0.31	0.99376
1192	1	0.31253	1.0002	0.31238	0.99758	0.31001	0.9937
1193	1	0.31251	1.0003	0.31238	0.99756	0.31003	0.99364
1194	1	0.3125	1.0003	0.31239	0.99755	0.31004	0.99358
1195	1	0.31249	1.0003	0.31239	0.99753	0.31005	0.99352
1196	1	0.31247	1.0003	0.31239	0.99752	0.31006	0.99346
1197	1	0.31246	1.0003	0.31239	0.9975	0.31007	0.99341
1198	1	0.31245	1.0004	0.3124	0.99749	0.31009	0.99335
1199	1	0.31244	1.0004	0.3124	0.99747	0.3101	0.9933
1200	1	0.31243	1.0004	0.3124	0.99746	0.31011	0.99324
1201	1	0.31241	1.0004	0.31241	0.99744	0.31012	0.99319
1202	1	0.3124	1.0005	0.31241	0.99743	0.31013	0.99314
1203	1	0.31239	1.0005	0.31241	0.99742	0.31014	0.99309
1204	1	0.31238	1.0005	0.31241	0.99741	0.31016	0.99304
1205	1	0.31237	1.0005	0.31242	0.9974	0.31017	0.99299
1206	1	0.31236	1.0006	0.31242	0.99738	0.31018	0.99294
1207	1	0.31235	1.0006	0.31242	0.99737	0.31019	0.99289
1208	1	0.31234	1.0006	0.31242	0.99736	0.31021	0.99285
1209	1	0.31233	1.0006	0.31243	0.99735	0.31022	0.9928
1210	1	0.31232	1.0007	0.31243	0.99734	0.31023	0.99275
1211	1	0.31231	1.0007	0.31243	0.99733	0.31024	0.99271
1212	1	0.3123	1.0007	0.31243	0.99732	0.31026	0.99267
1213	1	0.31229	1.0007	0.31244	0.99731	0.31027	0.99262
1214	1	0.31228	1.0007	0.31244	0.99731	0.31029	0.99258
1215	1	0.31228	1.0008	0.31244	0.9973	0.3103	0.99254
1216	1	0.31227	1.0008	0.31244	0.99729	0.31031	0.9925
1217	1	0.31226	1.0008	0.31245	0.99728	0.31033	0.99246
1218	1	0.31225	1.0008	0.31245	0.99727	0.31034	0.99242
1219	1	0.31225	1.0009	0.31245	0.99727	0.31036	0.99238
1220	1	0.31224	1.0009	0.31245	0.99726	0.31037	0.99234
1221	1	0.31223	1.0009	0.31246	0.99725	0.31039	0.9923
1222	1	0.31223	1.0009	0.31246	0.99725	0.31041	0.99227
1223	1	0.31222	1.0009	0.31246	0.99724	0.31042	0.99223
1224	1	0.31221	1.001	0.31246	0.99724	0.31044	0.99219
1225	1	0.31221	1.001	0.31246	0.99723	0.31046	0.99216
1226	1	0.3122	1.001	0.31247	0.99722	0.31047	0.99212
1227	1	0.3122	1.001	0.31247	0.99722	0.31049	0.99209
1228	1	0.31219	1.001	0.31247	0.99722	0.31051	0.99206
1229	1	0.31219	1.0011	0.31247	0.99721	0.31052	0.99202
1230	1	0.31218	1.0011	0.31247	0.99721	0.31054	0.99199
1231	1	0.31218	1.0011	0.31248	0.9972	0.31056	0.99196
1232	1	0.31217	1.0011	0.31248	0.9972	0.31058	0.99192
1233	1	0.31217	1.0011	0.31248	0.9972	0.3106	0.99189
1234	1	0.31217	1.0011	0.31248	0.99719	0.31061	0.99186
1235	1	0.31216	1.0012	0.31249	0.99719	0.31063	0.99183
1236	1	0.31216	1.0012	0.31249	0.99719	0.31065	0.9918
1237	1	0.31216	1.0012	0.31249	0.99719	0.31067	0.99177
1238	1	0.31215	1.0012	0.31249	0.99718	0.31069	0.99174
1239	1	0.31215	1.0012	0.31249	0.99718	0.31071	0.99171
1240	1	0.31215	1.0012	0.3125	0.99718	0.31073	0.99168
1241	1	0.31215	1.0013	0.3125	0.99718	0.31075	0.99165
1242	1	0.31214	1.0013	0.3125	0.99718	0.31077	0.99163
1243	1	0.31214	1.0013	0.3125	0.99718	0.31079	0.9916
1244	1	0.31214	1.0013	0.3125	0.99717	0.31081	0.99157
1245	1	0.31214	1.0013	0.31251	0.99717	0.31083	0.99154
1246	1	0.31214	1.0013	0.31251	0.99717	0.31085	0.99152
1247	1	0.31214	1.0014	0.31251	0.99717	0.31087	0.99149
1248	1	0.31214	1.0014	0.31251	0.99717	0.31089	0.99147
1249	1	0.31214	1.0014	0.31251	0.99717	0.31091	0.99144
1250	1	0.31214	1.0014	0.31252	0.99717	0.31093	0.99141
1251	1	0.31214	1.0014	0.31252	0.99717	0.31095	0.99139
1252	1	0.31214	1.0014	0.31252	0.99717	0.31097	0.99136
1253	1	0.31214	1.0014	0.31252	0.99717	0.31099	0.99134
1254	1	0.31214	1.0014	0.31253	0.99718	0.31101	0.99132
1255	1	0.31214	1.0015	0.31253	0.99718	0.31103	0.99129
1256	1	0.31214	1.0015	0.31253	0.99718	0.31105	0.99127
1257	1	0.31214	1.0015	0.31253	0.99718	0.31108	0.99125
1258	1	0.31214	1.0015	0.31253	0.99718	0.3111	0.99122
1259	1	0.31214	1.0015	0.31254	0.99718	0.31112	0.9912
1260	1	0.31214	1.0015	0.31254	0.99718	0.31114	0.99118
1261	1	0.31214	1.0015	0.31254	0.99719	0.31116	0.99116
1262	1	0.31214	1.0015	0.31254	0.99719	0.31118	0.99113
1263	1	0.31215	1.0015	0.31254	0.99719	0.3112	0.99111
1264	1	0.31215	1.0015	0.31255	0.99719	0.31123	0.99109
1265	1	0.31215	1.0015	0.31255	0.99719	0.31125	0.99107
1266	1	0.31215	1.0016	0.31255	0.9972	0.31127	0.99105
1267	1	0.31216	1.0016	0.31255	0.9972	0.31129	0.99103
1268	1	0.31216	1.0016	0.31256	0.9972	0.31131	0.99101
1269	1	0.31216	1.0016	0.31256	0.99721	0.31133	0.99099
1270	1	0.31216	1.0016	0.31256	0.99721	0.31135	0.99097
1271	1	0.31217	1.0016	0.31256	0.99721	0.31138	0.99095
1272	1	0.31217	1.0016	0.31256	0.99721	0.3114	0.99093
1273	1	0.31217	1.0016	0.31257	0.99722	0.31142	0.99091
1274	1	0.31218	1.0016	0.31257	0.99722	0.31144	0.99089
1275	1	0.31218	1.0016	0.31257	0.99722	0.31146	0.99087
1276	1	0.31218	1.0016	0.31257	0.99723	0.31148	0.99086
1277	1	0.31219	1.0016	0.31257	0.99723	0.31151	0.99084
1278	1	0.31219	1.0016	0.31258	0.99724	0.31153	0.99082
1279	1	0.31219	1.0016	0.31258	0.99724	0.31155	0.9908
1280	1	0.3122	1.0016	0.31258	0.99724	0.31157	0.99079
1281	1	0.3122	1.0016	0.31258	0.99725	0.31159	0.99077
1282	1	0.3122	1.0016	0.31258	0.99725	0.31161	0.99075
1283	1	0.31221	1.0016	0.31259	0.99726	0.31163	0.99074
1284	1	0.31221	1.0016	0.31259	0.99726	0.31165	0.99072
1285	1	0.31221	1.0016	0.31259	0.99727	0.31167	0.9907
1286	1	0.31222	1.0016	0.31259	0.99727	0.31169	0.99069
1287	1	0.31222	1.0016	0.31259	0.99727	0.31171	0.99067
1288	1	0.31223	1.0016	0.3126	0.99728	0.31173	0.99066
1289	1	0.31223	1.0016	0.3126	0.99728	0.31175	0.99064
1290	1	0.31223	1.0016	0.3126	0.99729	0.31177	0.99063
1291	1	0.31224	1.0016	0.3126	0.99729	0.31179	0.99062
1292	1	0.31224	1.0016	0.3126	0.9973	0.31181	0.9906
1293	1	0.31225	1.0016	0.3126	0.9973	0.31183	0.99059
1294	1	0.31225	1.0016	0.31261	0.99731	0.31185	0.99058
1295	1	0.31225	1.0016	0.31261	0.99732	0.31187	0.99056
1296	1	0.31226	1.0016	0.31261	0.99732	0.31188	0.99055
1297	1	0.31226	1.0016	0.31261	0.99733	0.3119	0.99054
1298	1	0.31226	1.0016	0.31261	0.99733	0.31192	0.99053
1299	1	0.31227	1.0016	0.31261	0.99734	0.31193	0.99052
1300	1	0.31227	1.0016	0.31261	0.99734	0.31195	0.99051
1301	1	0.31227	1.0016	0.31261	0.99735	0.31197	0.9905
1302	1	0.31227	1.0016	0.31261	0.99736	0.31198	0.99049
1303	1	0.31228	1.0016	0.31261	0.99736	0.312	0.99048
1304	1	0.31228	1.0016	0.31261	0.99737	0.31201	0.99047
1305	1	0.31228	1.0016	0.31261	0.99738	0.31203	0.99046
1306	1	0.31228	1.0016	0.31261	0.99738	0.31204	0.99045
1307	1	0.31228	1.0016	0.31261	0.99739	0.31205	0.99045
1308	1	0.31229	1.0016	0.31261	0.9974	0.31207	0.99044
1309	1	0.31229	1.0016	0.31261	0.99741	0.31208	0.99043
1310	1	0.31229	1.0016	0.31261	0.99741	0.31209	0.99043
1311	1	0.31229	1.0016	0.31261	0.99742	0.3121	0.99042
1312	1	0.31229	1.0016	0.31261	0.99743	0.31211	0.99042
1313	1	0.31229	1.0016	0.31261	0.99744	0.31212	0.99041
1314	1	0.31229	1.0016	0.31261	0.99744	0.31213	0.99041
1315	1	0.31229	1.0016	0.31261	0.99745	0.31214	0.99041
1316	1	0.31229	1.0016	0.31261	0.99746	0.31215	0.99041
1317	1	0.31229	1.0016	0.31261	0.99747	0.31216	0.9904
1318	1	0.31229	1.0016	0.31261	0.99748	0.31217	0.9904
