time	di	uservo	yservo	ureg	yreg	uusort	yusort
228	1	0	0	0	0	0	0
229	1	0	0	0	0	0	0
230	1	0	0	0	0	0	0
231	1	0	0	0	0	0	0
232	1	0	0	0	0	0	0
233	1	0	0	0	0	0	0
234	1	0	0	0	0	0	0
235	1	0	0	0	0	0	0
236	1	0	0	0	0	0	0
237	1	0	0	0	0	0	0
238	1	0	0	0	0	0	0
239	1	0	0	0	0	0	0
240	1	0	0	0	0	0	0
241	1	0	0	0	0	0	0
242	1	0	0	0	0	0	0
243	1	0	0	0	0	0	0
244	1	0	0	0	0	0	0
245	1	0	0	0	0	0	0
246	1	0	0	0	0	0	0
247	1	0	0	0	0	0	0
248	1	0	0	0	0	0	0
249	1	0	0	0	0	0	0
250	1	-0.03361	0.0079867	-0.034227	0.0079867	-0.033903	0.0079867
251	1	-0.095245	0.023907	-0.096571	0.023907	-0.096907	0.023907
252	1	-0.14681	0.039748	-0.14798	0.039748	-0.15114	0.039748
253	1	-0.1901	0.05551	-0.19054	0.05551	-0.19793	0.05551
254	1	-0.22657	0.071193	-0.22596	0.071193	-0.23838	0.071193
255	1	-0.25744	0.086798	-0.2556	0.086798	-0.27346	0.086798
256	1	-0.28369	0.10232	-0.28058	0.10232	-0.30398	0.10232
257	1	-0.30616	0.11777	-0.30178	0.11777	-0.33061	0.11777
258	1	-0.3255	0.13315	-0.31994	0.13315	-0.35396	0.13315
259	1	-0.34228	0.14844	-0.33563	0.14844	-0.3745	0.14844
260	1	-0.35695	0.16366	-0.34933	0.16366	-0.39267	0.16366
261	1	-0.36988	0.17881	-0.36143	0.17881	-0.40882	0.17881
262	1	-0.38138	0.19388	-0.37223	0.19388	-0.42326	0.19388
263	1	-0.39171	0.20887	-0.38198	0.20887	-0.43625	0.20887
264	1	-0.40107	0.22379	-0.39089	0.22379	-0.44801	0.22379
265	1	-0.40963	0.23863	-0.39912	0.23863	-0.45872	0.23863
266	1	-0.41753	0.2534	-0.40679	0.2534	-0.46854	0.2534
267	1	-0.4249	0.2681	-0.41402	0.2681	-0.47761	0.2681
268	1	-0.43182	0.28272	-0.4209	0.28272	-0.48605	0.28272
269	1	-0.43837	0.29727	-0.42749	0.29727	-0.49394	0.29727
270	1	-0.44463	0.31175	-0.43384	0.31175	-0.50138	0.31175
271	1	-0.45063	0.32615	-0.44002	0.32615	-0.50844	0.32615
272	1	-0.45643	0.34049	-0.44604	0.34049	-0.51516	0.34049
273	1	-0.46206	0.35475	-0.45195	0.35475	-0.52161	0.35475
274	1	-0.46755	0.36894	-0.45776	0.36894	-0.52783	0.36894
275	1	-0.47293	0.38306	-0.46349	0.38306	-0.53385	0.38306
276	1	-0.47821	0.39711	-0.46917	0.39711	-0.5397	0.39711
277	1	-0.48342	0.41109	-0.4748	0.41109	-0.54542	0.41109
278	1	-0.48855	0.425	-0.48039	0.425	-0.55102	0.425
279	1	-0.49364	0.43884	-0.48595	0.43884	-0.55653	0.43884
280	1	-0.49868	0.45261	-0.4915	0.45261	-0.56195	0.45261
281	1	-0.50368	0.46631	-0.49702	0.46631	-0.56731	0.46631
282	1	-0.50865	0.47995	-0.50254	0.47995	-0.57261	0.47995
283	1	-0.51359	0.49351	-0.50805	0.49351	-0.57787	0.49351
284	1	-0.51852	0.50701	-0.51355	0.50701	-0.58309	0.50701
285	1	-0.52342	0.52044	-0.51905	0.52044	-0.58828	0.52044
286	1	-0.52831	0.53381	-0.52454	0.53381	-0.59345	0.53381
287	1	-0.53319	0.5471	-0.53004	0.5471	-0.5986	0.5471
288	1	-0.53805	0.56034	-0.53554	0.56034	-0.60373	0.56034
289	1	-0.54291	0.5735	-0.54104	0.5735	-0.60886	0.5735
290	1	-0.54775	0.5866	-0.54655	0.5866	-0.61397	0.5866
291	1	-0.55259	0.59963	-0.55206	0.59963	-0.61909	0.59963
292	1	-0.55743	0.6126	-0.55757	0.6126	-0.6242	0.6126
293	1	-0.56225	0.62551	-0.56309	0.62551	-0.62931	0.62551
294	1	-0.56708	0.63835	-0.56861	0.63835	-0.63442	0.63835
295	1	-0.57189	0.65113	-0.57414	0.65113	-0.63953	0.65113
296	1	-0.57671	0.66384	-0.57967	0.66384	-0.64465	0.66384
297	1	-0.58152	0.67649	-0.58521	0.67649	-0.64977	0.67649
298	1	-0.58632	0.68907	-0.59075	0.68907	-0.6549	0.68907
299	1	-0.59113	0.7016	-0.5963	0.7016	-0.66003	0.7016
300	1	-0.59593	0.71406	-0.60186	0.71406	-0.66517	0.71406
301	1	-0.60072	0.72646	-0.60742	0.72646	-0.67032	0.72646
302	1	-0.60552	0.73879	-0.61299	0.73879	-0.67548	0.73879
303	1	-0.61031	0.75107	-0.61856	0.75107	-0.68064	0.75107
304	1	-0.6151	0.76328	-0.62414	0.76328	-0.68581	0.76328
305	1	-0.61988	0.77544	-0.62973	0.77544	-0.691	0.77544
306	1	-0.62467	0.78753	-0.63532	0.78753	-0.69618	0.78753
307	1	-0.62945	0.79956	-0.64092	0.79956	-0.70138	0.79956
308	1	-0.63423	0.81153	-0.64652	0.81153	-0.70659	0.81153
309	1	-0.639	0.82345	-0.65213	0.82345	-0.71181	0.82345
310	1	-0.64378	0.8353	-0.65775	0.8353	-0.71703	0.8353
311	1	-0.64855	0.84709	-0.66337	0.84709	-0.72227	0.84709
312	1	-0.65332	0.85883	-0.66899	0.85883	-0.72751	0.85883
313	1	-0.65809	0.8705	-0.67463	0.8705	-0.73276	0.8705
314	1	-0.66286	0.88212	-0.68027	0.88212	-0.73803	0.88212
315	1	-0.66762	0.89368	-0.68591	0.89368	-0.7433	0.89368
316	1	-0.67238	0.90519	-0.69156	0.90519	-0.74858	0.90519
317	1	-0.67714	0.91663	-0.69722	0.91663	-0.75387	0.91663
318	1	-0.6819	0.92802	-0.70288	0.92802	-0.75917	0.92802
319	1	-0.68665	0.93935	-0.70854	0.93935	-0.76448	0.93935
320	1	-0.69141	0.95063	-0.71422	0.95063	-0.76979	0.95063
321	1	-0.69616	0.96185	-0.7199	0.96185	-0.77512	0.96185
322	1	-0.70091	0.97301	-0.72558	0.97301	-0.78046	0.97301
323	1	-0.70566	0.98412	-0.73127	0.98412	-0.7858	0.98412
324	1	-0.7104	0.99517	-0.73696	0.99517	-0.79116	0.99517
325	1	-0.71514	1.0062	-0.74267	1.0062	-0.79652	1.0062
326	1	-0.71989	1.0171	-0.74837	1.0171	-0.80189	1.0171
327	1	-0.72462	1.028	-0.75408	1.028	-0.80727	1.028
328	1	-0.72936	1.0388	-0.7598	1.0388	-0.81267	1.0388
329	1	-0.7341	1.0496	-0.76552	1.0496	-0.81806	1.0496
330	1	-0.73883	1.0603	-0.77125	1.0603	-0.82347	1.0603
331	1	-0.74356	1.071	-0.77698	1.071	-0.82889	1.071
332	1	-0.74829	1.0816	-0.78272	1.0816	-0.83432	1.0816
333	1	-0.75302	1.0922	-0.78847	1.0922	-0.83975	1.0922
334	1	-0.75775	1.1027	-0.79422	1.1027	-0.84519	1.1027
335	1	-0.76247	1.1132	-0.79997	1.1132	-0.85065	1.1132
336	1	-0.76719	1.1236	-0.80573	1.1236	-0.85611	1.1236
337	1	-0.77191	1.1339	-0.81149	1.1339	-0.86158	1.1339
338	1	-0.77663	1.1442	-0.81726	1.1442	-0.86705	1.1442
339	1	-0.78135	1.1545	-0.82304	1.1545	-0.87254	1.1545
340	1	-0.78606	1.1647	-0.82882	1.1647	-0.87803	1.1647
341	1	-0.79078	1.1748	-0.8346	1.1748	-0.88354	1.1748
342	1	-0.79549	1.1849	-0.8404	1.1849	-0.88905	1.1849
343	1	-0.8002	1.195	-0.84619	1.195	-0.89457	1.195
344	1	-0.80491	1.205	-0.85199	1.205	-0.9001	1.205
345	1	-0.80961	1.2149	-0.8578	1.2149	-0.90563	1.2149
346	1	-0.81432	1.2248	-0.86361	1.2248	-0.91118	1.2248
347	1	-0.81902	1.2347	-0.86942	1.2347	-0.91673	1.2347
348	1	-0.82372	1.2445	-0.87524	1.2445	-0.92229	1.2445
349	1	-0.82842	1.2542	-0.88107	1.2542	-0.92786	1.2542
350	1	-0.83311	1.2639	-0.8869	1.2639	-0.93344	1.2639
351	1	-0.83781	1.2736	-0.89273	1.2736	-0.93902	1.2736
352	1	-0.8425	1.2832	-0.89857	1.2832	-0.94462	1.2832
353	1	-0.84719	1.2928	-0.90442	1.2928	-0.95022	1.2928
354	1	-0.85189	1.3023	-0.91026	1.3023	-0.95583	1.3023
355	1	-0.85657	1.3117	-0.91612	1.3117	-0.96144	1.3117
356	1	-0.86126	1.3212	-0.92198	1.3212	-0.96707	1.3212
357	1	-0.86595	1.3305	-0.92784	1.3305	-0.9727	1.3305
358	1	-0.87063	1.3399	-0.93371	1.3399	-0.97834	1.3399
359	1	-0.87531	1.3491	-0.93958	1.3491	-0.98399	1.3491
360	1	-0.87999	1.3584	-0.94546	1.3584	-0.98964	1.3584
361	1	-0.88467	1.3676	-0.95134	1.3676	-0.99531	1.3676
362	1	-0.88935	1.3767	-0.95723	1.3767	-1.001	1.3767
363	1	-0.89402	1.3858	-0.96312	1.3858	-1.0067	1.3858
364	1	-0.89869	1.3948	-0.96901	1.3948	-1.0123	1.3948
365	1	-0.90337	1.4038	-0.97491	1.4038	-1.018	1.4038
366	1	-0.90804	1.4128	-0.98082	1.4128	-1.0237	1.4128
367	1	-0.91271	1.4217	-0.98673	1.4217	-1.0294	1.4217
368	1	-0.91737	1.4306	-0.99264	1.4306	-1.0352	1.4306
369	1	-0.92204	1.4394	-0.99856	1.4394	-1.0409	1.4394
370	1	-0.9267	1.4482	-1.0045	1.4482	-1.0466	1.4482
371	1	-0.93136	1.4569	-1.0104	1.4569	-1.0523	1.4569
372	1	-0.93603	1.4656	-1.0163	1.4656	-1.0581	1.4656
373	1	-0.94068	1.4743	-1.0223	1.4743	-1.0638	1.4743
374	1	-0.94534	1.4829	-1.0282	1.4829	-1.0696	1.4829
375	1	-0.95	1.4914	-1.0342	1.4914	-1.0754	1.4914
376	1	-0.95465	1.5	-1.0401	1.5	-1.0811	1.5
377	1	-0.95931	1.5084	-1.0461	1.5084	-1.0869	1.5084
378	1	-0.96396	1.5169	-1.052	1.5169	-1.0927	1.5169
379	1	-0.96861	1.5253	-1.058	1.5253	-1.0985	1.5253
380	1	-0.97326	1.5336	-1.0639	1.5336	-1.1043	1.5336
381	1	-0.9779	1.5419	-1.0699	1.5419	-1.1101	1.5419
382	1	-0.98255	1.5502	-1.0759	1.5502	-1.1159	1.5502
383	1	-0.98719	1.5584	-1.0819	1.5584	-1.1217	1.5584
384	1	-0.99184	1.5666	-1.0878	1.5666	-1.1276	1.5666
385	1	-0.99648	1.5748	-1.0938	1.5748	-1.1334	1.5748
386	1	-1.0011	1.5829	-1.0998	1.5829	-1.1393	1.5829
387	1	-1.0058	1.5909	-1.1058	1.5909	-1.1451	1.5909
388	1	-1.0104	1.599	-1.1118	1.599	-1.151	1.599
389	1	-1.015	1.6069	-1.1178	1.6069	-1.1568	1.6069
390	1	-1.0197	1.6149	-1.1238	1.6149	-1.1627	1.6149
391	1	-1.0243	1.6228	-1.1298	1.6228	-1.1686	1.6228
392	1	-1.0289	1.6307	-1.1358	1.6307	-1.1744	1.6307
393	1	-1.0336	1.6385	-1.1419	1.6385	-1.1803	1.6385
394	1	-1.0382	1.6463	-1.1479	1.6463	-1.1862	1.6463
395	1	-1.0428	1.654	-1.1539	1.654	-1.1921	1.654
396	1	-1.0474	1.6617	-1.1599	1.6617	-1.198	1.6617
397	1	-1.0521	1.6694	-1.166	1.6694	-1.2039	1.6694
398	1	-1.0567	1.677	-1.172	1.677	-1.2099	1.677
399	1	-1.0613	1.6846	-1.178	1.6846	-1.2158	1.6846
400	1	-1.0648	1.6919	-1.1829	1.6919	-1.2205	1.6919
401	1	-1.0652	1.6984	-1.1846	1.6984	-1.2222	1.6984
402	1	-1.0625	1.7039	-1.1832	1.7039	-1.2204	1.7039
403	1	-1.0578	1.7087	-1.1799	1.7087	-1.2164	1.7086
404	1	-1.052	1.7128	-1.1756	1.7128	-1.2107	1.7125
405	1	-1.0456	1.7164	-1.1708	1.7163	-1.2041	1.7158
406	1	-1.039	1.7194	-1.1661	1.7194	-1.197	1.7186
407	1	-1.0325	1.7221	-1.1615	1.7222	-1.1898	1.7209
408	1	-1.0263	1.7244	-1.1574	1.7246	-1.1826	1.7229
409	1	-1.0206	1.7265	-1.1537	1.7267	-1.1757	1.7244
410	1	-1.0154	1.7282	-1.1506	1.7286	-1.1691	1.7256
411	1	-1.0106	1.7298	-1.148	1.7303	-1.163	1.7266
412	1	-1.0064	1.7311	-1.1459	1.7317	-1.1574	1.7273
413	1	-1.0027	1.7323	-1.1444	1.733	-1.1524	1.7278
414	1	-0.9995	1.7333	-1.1432	1.7342	-1.1479	1.7281
415	1	-0.99672	1.7341	-1.1425	1.7352	-1.1438	1.7282
416	1	-0.99435	1.7348	-1.1422	1.7361	-1.1403	1.7281
417	1	-0.99234	1.7354	-1.1422	1.7368	-1.1373	1.7279
418	1	-0.99066	1.7359	-1.1424	1.7374	-1.1347	1.7276
419	1	-0.98927	1.7362	-1.1429	1.738	-1.1325	1.7271
420	1	-0.98813	1.7365	-1.1436	1.7384	-1.1306	1.7265
421	1	-0.98722	1.7366	-1.1444	1.7387	-1.1291	1.7258
422	1	-0.9865	1.7367	-1.1455	1.7389	-1.128	1.725
423	1	-0.98594	1.7367	-1.1466	1.739	-1.1271	1.724
424	1	-0.98553	1.7365	-1.1478	1.7391	-1.1264	1.723
425	1	-0.98524	1.7363	-1.1491	1.739	-1.126	1.7219
426	1	-0.98505	1.736	-1.1505	1.7389	-1.1257	1.7207
427	1	-0.98495	1.7357	-1.1519	1.7386	-1.1257	1.7194
428	1	-0.98491	1.7352	-1.1534	1.7383	-1.1258	1.7181
429	1	-0.98494	1.7347	-1.1549	1.7379	-1.126	1.7166
430	1	-0.985	1.7341	-1.1564	1.7373	-1.1263	1.7151
431	1	-0.98511	1.7334	-1.1579	1.7368	-1.1267	1.7135
432	1	-0.98524	1.7326	-1.1594	1.7361	-1.1272	1.7118
433	1	-0.98539	1.7318	-1.1609	1.7353	-1.1278	1.7101
434	1	-0.98555	1.7309	-1.1624	1.7345	-1.1285	1.7082
435	1	-0.98573	1.7299	-1.1639	1.7335	-1.1292	1.7063
436	1	-0.98591	1.7288	-1.1654	1.7325	-1.1299	1.7043
437	1	-0.98608	1.7277	-1.1668	1.7314	-1.1306	1.7023
438	1	-0.98626	1.7265	-1.1683	1.7302	-1.1314	1.7002
439	1	-0.98643	1.7252	-1.1697	1.729	-1.1322	1.698
440	1	-0.98659	1.7239	-1.1711	1.7276	-1.133	1.6957
441	1	-0.98673	1.7225	-1.1725	1.7262	-1.1338	1.6934
442	1	-0.98687	1.721	-1.1738	1.7247	-1.1347	1.691
443	1	-0.98699	1.7194	-1.1751	1.7231	-1.1355	1.6885
444	1	-0.9871	1.7178	-1.1764	1.7215	-1.1363	1.6859
445	1	-0.98719	1.7161	-1.1777	1.7197	-1.1371	1.6833
446	1	-0.98726	1.7143	-1.1789	1.7179	-1.1379	1.6806
447	1	-0.98731	1.7125	-1.1801	1.716	-1.1386	1.6779
448	1	-0.98735	1.7106	-1.1813	1.714	-1.1394	1.6751
449	1	-0.98736	1.7086	-1.1824	1.712	-1.1401	1.6722
450	1	-0.98736	1.7066	-1.1835	1.7098	-1.1408	1.6692
451	1	-0.98733	1.7045	-1.1846	1.7076	-1.1415	1.6662
452	1	-0.98729	1.7023	-1.1857	1.7053	-1.1422	1.6631
453	1	-0.98722	1.7001	-1.1867	1.7029	-1.1429	1.66
454	1	-0.98713	1.6978	-1.1877	1.7005	-1.1435	1.6567
455	1	-0.98702	1.6954	-1.1886	1.698	-1.1441	1.6534
456	1	-0.98689	1.693	-1.1896	1.6953	-1.1447	1.6501
457	1	-0.98674	1.6905	-1.1904	1.6927	-1.1452	1.6467
458	1	-0.98657	1.688	-1.1913	1.6899	-1.1457	1.6432
459	1	-0.98637	1.6853	-1.1921	1.6871	-1.1462	1.6396
460	1	-0.98616	1.6827	-1.1929	1.6842	-1.1467	1.636
461	1	-0.98592	1.6799	-1.1937	1.6812	-1.1471	1.6323
462	1	-0.98566	1.6771	-1.1944	1.6781	-1.1475	1.6286
463	1	-0.98537	1.6742	-1.1951	1.675	-1.1479	1.6248
464	1	-0.98507	1.6713	-1.1958	1.6718	-1.1483	1.6209
465	1	-0.98474	1.6683	-1.1964	1.6685	-1.1486	1.6169
466	1	-0.98439	1.6653	-1.197	1.6652	-1.1489	1.6129
467	1	-0.98402	1.6621	-1.1976	1.6617	-1.1491	1.6088
468	1	-0.98363	1.659	-1.1981	1.6582	-1.1493	1.6047
469	1	-0.98322	1.6557	-1.1986	1.6547	-1.1495	1.6005
470	1	-0.98278	1.6524	-1.1991	1.651	-1.1497	1.5962
471	1	-0.98232	1.6491	-1.1995	1.6473	-1.1498	1.5919
472	1	-0.98184	1.6457	-1.1999	1.6435	-1.1499	1.5875
473	1	-0.98134	1.6422	-1.2002	1.6396	-1.15	1.5831
474	1	-0.98081	1.6387	-1.2006	1.6357	-1.15	1.5785
475	1	-0.98026	1.6351	-1.2009	1.6317	-1.15	1.574
476	1	-0.9797	1.6314	-1.2011	1.6276	-1.15	1.5693
477	1	-0.9791	1.6277	-1.2014	1.6235	-1.15	1.5646
478	1	-0.97849	1.624	-1.2016	1.6193	-1.1499	1.5598
479	1	-0.97786	1.6201	-1.2017	1.615	-1.1498	1.555
480	1	-0.9772	1.6163	-1.2019	1.6106	-1.1496	1.5501
481	1	-0.97652	1.6123	-1.202	1.6062	-1.1494	1.5452
482	1	-0.97582	1.6084	-1.202	1.6017	-1.1492	1.5401
483	1	-0.9751	1.6043	-1.2021	1.5971	-1.1489	1.5351
484	1	-0.97436	1.6002	-1.202	1.5925	-1.1487	1.5299
485	1	-0.97359	1.5961	-1.202	1.5878	-1.1483	1.5247
486	1	-0.9728	1.5919	-1.2019	1.583	-1.148	1.5194
487	1	-0.97199	1.5876	-1.2018	1.5782	-1.1476	1.5141
488	1	-0.97116	1.5833	-1.2017	1.5733	-1.1472	1.5087
489	1	-0.97031	1.5789	-1.2015	1.5683	-1.1467	1.5033
490	1	-0.96943	1.5745	-1.2013	1.5633	-1.1463	1.4978
491	1	-0.96854	1.57	-1.2011	1.5581	-1.1457	1.4922
492	1	-0.96762	1.5655	-1.2008	1.553	-1.1452	1.4866
493	1	-0.96668	1.5609	-1.2005	1.5477	-1.1446	1.4809
494	1	-0.96572	1.5563	-1.2001	1.5424	-1.144	1.4752
495	1	-0.96473	1.5516	-1.1997	1.537	-1.1434	1.4693
496	1	-0.96373	1.5468	-1.1993	1.5316	-1.1427	1.4635
497	1	-0.9627	1.5421	-1.1989	1.5261	-1.142	1.4576
498	1	-0.96165	1.5372	-1.1984	1.5205	-1.1412	1.4516
499	1	-0.96058	1.5323	-1.1979	1.5149	-1.1404	1.4455
500	1	-0.95949	1.5274	-1.1973	1.5092	-1.1396	1.4394
501	1	-0.95838	1.5224	-1.1967	1.5034	-1.1388	1.4333
502	1	-0.95724	1.5174	-1.1961	1.4976	-1.1379	1.427
503	1	-0.95609	1.5123	-1.1954	1.4917	-1.137	1.4208
504	1	-0.95491	1.5071	-1.1947	1.4857	-1.136	1.4144
505	1	-0.95371	1.5019	-1.194	1.4797	-1.135	1.408
506	1	-0.95249	1.4967	-1.1932	1.4736	-1.134	1.4016
507	1	-0.95125	1.4914	-1.1924	1.4674	-1.1329	1.3951
508	1	-0.94998	1.4861	-1.1916	1.4612	-1.1319	1.3885
509	1	-0.9487	1.4807	-1.1907	1.455	-1.1307	1.3819
510	1	-0.94739	1.4753	-1.1898	1.4486	-1.1296	1.3752
511	1	-0.94606	1.4698	-1.1889	1.4422	-1.1284	1.3685
512	1	-0.94471	1.4642	-1.1879	1.4358	-1.1272	1.3617
513	1	-0.94334	1.4587	-1.1869	1.4292	-1.1259	1.3548
514	1	-0.94195	1.4531	-1.1858	1.4226	-1.1246	1.3479
515	1	-0.94053	1.4474	-1.1847	1.416	-1.1233	1.3409
516	1	-0.9391	1.4417	-1.1836	1.4093	-1.1219	1.3339
517	1	-0.93764	1.4359	-1.1825	1.4025	-1.1205	1.3268
518	1	-0.93616	1.4301	-1.1813	1.3957	-1.1191	1.3197
519	1	-0.93466	1.4243	-1.1801	1.3888	-1.1176	1.3125
520	1	-0.93314	1.4184	-1.1788	1.3818	-1.1161	1.3053
521	1	-0.9316	1.4124	-1.1775	1.3748	-1.1145	1.298
522	1	-0.93004	1.4064	-1.1762	1.3678	-1.113	1.2906
523	1	-0.92845	1.4004	-1.1748	1.3606	-1.1114	1.2832
524	1	-0.92685	1.3943	-1.1734	1.3534	-1.1097	1.2757
525	1	-0.92522	1.3882	-1.172	1.3462	-1.108	1.2682
526	1	-0.92357	1.382	-1.1705	1.3389	-1.1063	1.2607
527	1	-0.9219	1.3758	-1.169	1.3315	-1.1045	1.253
528	1	-0.92021	1.3696	-1.1674	1.3241	-1.1028	1.2453
529	1	-0.91849	1.3633	-1.1658	1.3166	-1.1009	1.2376
530	1	-0.91676	1.357	-1.1642	1.3091	-1.0991	1.2298
531	1	-0.91501	1.3506	-1.1625	1.3015	-1.0972	1.222
532	1	-0.91323	1.3442	-1.1609	1.2938	-1.0952	1.2141
533	1	-0.91143	1.3377	-1.1591	1.2861	-1.0933	1.2061
534	1	-0.90961	1.3312	-1.1574	1.2783	-1.0913	1.1981
535	1	-0.90777	1.3247	-1.1556	1.2705	-1.0892	1.1901
536	1	-0.90591	1.3181	-1.1537	1.2626	-1.0872	1.1819
537	1	-0.90403	1.3114	-1.1518	1.2547	-1.085	1.1738
538	1	-0.90213	1.3048	-1.1499	1.2467	-1.0829	1.1656
539	1	-0.9002	1.2981	-1.148	1.2387	-1.0807	1.1573
540	1	-0.89826	1.2913	-1.146	1.2306	-1.0785	1.149
541	1	-0.89629	1.2845	-1.144	1.2224	-1.0762	1.1406
542	1	-0.89431	1.2777	-1.1419	1.2142	-1.0739	1.1322
543	1	-0.8923	1.2708	-1.1398	1.2059	-1.0716	1.1237
544	1	-0.89027	1.2639	-1.1377	1.1976	-1.0692	1.1152
545	1	-0.88822	1.257	-1.1355	1.1892	-1.0668	1.1066
546	1	-0.88615	1.25	-1.1333	1.1808	-1.0644	1.098
547	1	-0.88405	1.2429	-1.1311	1.1723	-1.0619	1.0893
548	1	-0.88194	1.2359	-1.1288	1.1637	-1.0594	1.0805
549	1	-0.8798	1.2288	-1.1265	1.1551	-1.0569	1.0718
550	1	-0.87769	1.2216	-1.1242	1.1465	-1.0543	1.0629
551	1	-0.87573	1.2145	-1.122	1.1378	-1.0519	1.0541
552	1	-0.8741	1.2074	-1.1202	1.1292	-1.0498	1.0453
553	1	-0.87292	1.2004	-1.1188	1.1207	-1.0483	1.0366
554	1	-0.87221	1.1936	-1.1178	1.1123	-1.0472	1.028
555	1	-0.87196	1.1869	-1.1173	1.104	-1.0467	1.0196
556	1	-0.87211	1.1803	-1.1171	1.0958	-1.0468	1.0113
557	1	-0.87259	1.1738	-1.1172	1.0877	-1.0473	1.0032
558	1	-0.87335	1.1675	-1.1175	1.0797	-1.0482	0.99521
559	1	-0.87431	1.1613	-1.118	1.0719	-1.0494	0.98739
560	1	-0.87541	1.1552	-1.1186	1.0641	-1.0509	0.97972
561	1	-0.8766	1.1493	-1.1192	1.0564	-1.0526	0.97218
562	1	-0.87783	1.1434	-1.1197	1.0488	-1.0544	0.96478
563	1	-0.87906	1.1376	-1.1203	1.0413	-1.0563	0.9575
564	1	-0.88027	1.1319	-1.1208	1.0338	-1.0583	0.95033
565	1	-0.88143	1.1263	-1.1212	1.0263	-1.0603	0.94326
566	1	-0.88252	1.1208	-1.1215	1.0189	-1.0622	0.93629
567	1	-0.88354	1.1153	-1.1217	1.0116	-1.0641	0.92941
568	1	-0.88447	1.1099	-1.1218	1.0043	-1.0659	0.9226
569	1	-0.88531	1.1045	-1.1219	0.99699	-1.0676	0.91587
570	1	-0.88606	1.0992	-1.1218	0.98973	-1.0693	0.90921
571	1	-0.88672	1.0939	-1.1216	0.9825	-1.0708	0.9026
572	1	-0.88729	1.0886	-1.1214	0.97529	-1.0721	0.89605
573	1	-0.88779	1.0834	-1.1211	0.96809	-1.0734	0.88954
574	1	-0.8882	1.0782	-1.1207	0.96092	-1.0746	0.88309
575	1	-0.88855	1.0731	-1.1202	0.95375	-1.0756	0.87667
576	1	-0.88883	1.068	-1.1197	0.94661	-1.0765	0.87029
577	1	-0.88905	1.0629	-1.1191	0.93947	-1.0773	0.86394
578	1	-0.88921	1.0578	-1.1184	0.93235	-1.078	0.85763
579	1	-0.88933	1.0528	-1.1178	0.92524	-1.0786	0.85134
580	1	-0.8894	1.0478	-1.117	0.91815	-1.0791	0.84508
581	1	-0.88944	1.0428	-1.1163	0.91106	-1.0795	0.83885
582	1	-0.88944	1.0378	-1.1155	0.90398	-1.0799	0.83264
583	1	-0.88941	1.0329	-1.1147	0.89692	-1.0801	0.82645
584	1	-0.88936	1.028	-1.1138	0.88987	-1.0803	0.82029
585	1	-0.88928	1.0231	-1.113	0.88283	-1.0805	0.81414
586	1	-0.88919	1.0182	-1.1121	0.8758	-1.0805	0.80801
587	1	-0.88909	1.0133	-1.1112	0.86878	-1.0806	0.8019
588	1	-0.88897	1.0085	-1.1103	0.86177	-1.0805	0.79581
589	1	-0.88884	1.0037	-1.1094	0.85478	-1.0804	0.78974
590	1	-0.8887	0.99891	-1.1085	0.84779	-1.0803	0.78369
591	1	-0.88856	0.99415	-1.1075	0.84082	-1.0802	0.77765
592	1	-0.88842	0.9894	-1.1066	0.83387	-1.08	0.77163
593	1	-0.88827	0.98467	-1.1056	0.82693	-1.0798	0.76562
594	1	-0.88812	0.97997	-1.1047	0.82	-1.0796	0.75964
595	1	-0.88797	0.97529	-1.1037	0.81308	-1.0793	0.75367
596	1	-0.88783	0.97063	-1.1027	0.80618	-1.079	0.74772
597	1	-0.88769	0.96599	-1.1018	0.7993	-1.0787	0.74178
598	1	-0.88755	0.96137	-1.1008	0.79243	-1.0784	0.73586
599	1	-0.88741	0.95678	-1.0998	0.78557	-1.0781	0.72996
600	1	-0.88728	0.95221	-1.0989	0.77873	-1.0778	0.72408
601	1	-0.88716	0.94767	-1.0979	0.77191	-1.0774	0.71821
602	1	-0.88704	0.94314	-1.0969	0.76511	-1.0771	0.71237
603	1	-0.88693	0.93864	-1.096	0.75832	-1.0767	0.70654
604	1	-0.88682	0.93417	-1.095	0.75155	-1.0764	0.70073
605	1	-0.88673	0.92971	-1.094	0.7448	-1.076	0.69494
606	1	-0.88664	0.92528	-1.0931	0.73807	-1.0757	0.68917
607	1	-0.88655	0.92088	-1.0921	0.73136	-1.0753	0.68342
608	1	-0.88648	0.9165	-1.0912	0.72466	-1.075	0.67769
609	1	-0.88642	0.91215	-1.0902	0.71799	-1.0746	0.67198
610	1	-0.88636	0.90782	-1.0892	0.71134	-1.0742	0.66629
611	1	-0.88631	0.90351	-1.0883	0.7047	-1.0739	0.66063
612	1	-0.88628	0.89923	-1.0873	0.69809	-1.0735	0.65498
613	1	-0.88625	0.89498	-1.0864	0.6915	-1.0732	0.64936
614	1	-0.88623	0.89075	-1.0855	0.68493	-1.0728	0.64376
615	1	-0.88622	0.88655	-1.0845	0.67839	-1.0725	0.63818
616	1	-0.88622	0.88237	-1.0836	0.67187	-1.0721	0.63262
617	1	-0.88623	0.87823	-1.0827	0.66537	-1.0718	0.62709
618	1	-0.88626	0.8741	-1.0817	0.65889	-1.0715	0.62158
619	1	-0.88629	0.87001	-1.0808	0.65244	-1.0712	0.61609
620	1	-0.88633	0.86594	-1.0799	0.64601	-1.0709	0.61063
