a,t0,Kp,Ti,Td,beta,Jdi,Jr,JdiNorm,JrNorm,Ms
0.5,0.8,1.6823,1.2559,0.56953,0.52746,0.92742,2.1165,0,1,3.0922
0.5,0.8,1.6823,1.2612,0.56718,0.52672,0.92743,2.1109,1.3953e-05,0.98341,3.0822
0.5,0.8,1.6847,1.2664,0.56421,0.53058,0.92748,2.1051,8.4695e-05,0.96647,3.0776
0.5,0.8,1.6834,1.2721,0.56256,0.5266,0.92757,2.0995,0.00020546,0.94999,3.0666
0.5,0.8,1.6862,1.277,0.55988,0.52702,0.92768,2.0941,0.00036315,0.93415,3.0651
0.5,0.8,1.6878,1.2826,0.55703,0.52842,0.92786,2.0882,0.00060756,0.91678,3.0587
0.5,0.8,1.6874,1.2883,0.55489,0.53119,0.92806,2.0825,0.00088524,0.90025,3.0486
0.5,0.8,1.6905,1.2939,0.55255,0.5317,0.92831,2.0769,0.0012286,0.88359,3.0505
0.5,0.8,1.6892,1.2994,0.55004,0.5276,0.92859,2.0713,0.0016144,0.86737,3.0357
0.5,0.8,1.6912,1.3046,0.54744,0.52856,0.92889,2.066,0.0020337,0.8518,3.032
0.5,0.8,1.6929,1.3107,0.54561,0.53027,0.92928,2.0602,0.0025652,0.8347,3.0313
0.5,0.8,1.6926,1.3163,0.543,0.53268,0.92968,2.0547,0.0031157,0.81845,3.0201
0.5,0.8,1.6955,1.3219,0.54024,0.53318,0.93013,2.0491,0.0037327,0.80226,3.0192
0.5,0.8,1.6945,1.3279,0.53869,0.52947,0.93061,2.0436,0.0043994,0.78612,3.0107
0.5,0.8,1.6967,1.3333,0.53612,0.53031,0.93111,2.0384,0.0050821,0.77083,3.0082
0.5,0.8,1.6981,1.3393,0.53449,0.53206,0.93167,2.033,0.0058614,0.75481,3.0076
0.5,0.8,1.6982,1.3454,0.53175,0.53433,0.9323,2.0273,0.0067324,0.73804,2.9976
0.5,0.8,1.7015,1.3514,0.5301,0.52818,0.93295,2.0218,0.0076194,0.72212,3.0035
0.5,0.8,1.7014,1.3569,0.52764,0.53035,0.93359,2.0167,0.0085128,0.70705,2.9943
0.5,0.8,1.7029,1.3633,0.52594,0.53219,0.93434,2.011,0.0095488,0.69043,2.9937
0.5,0.8,1.7054,1.3692,0.52337,0.53296,0.93511,2.0056,0.010611,0.67452,2.9929
0.5,0.8,1.7043,1.3754,0.5218,0.52956,0.93591,2.0003,0.011703,0.65898,2.9844
0.5,0.8,1.7031,1.3819,0.52025,0.52646,0.93678,1.9953,0.012906,0.64425,2.9755
0.5,0.8,1.7009,1.3893,0.51827,0.52451,0.93788,1.9898,0.01443,0.6281,2.9621
0.5,0.8,1.6989,1.3962,0.51647,0.52838,0.939,1.9849,0.015968,0.61372,2.9501
0.5,0.8,1.697,1.4038,0.51433,0.5264,0.94031,1.9798,0.017779,0.59875,2.9376
0.5,0.8,1.6955,1.4124,0.5118,0.53053,0.94186,1.9745,0.019918,0.58317,2.925
0.5,0.8,1.6932,1.4201,0.50963,0.53288,0.94341,1.9698,0.022054,0.56944,2.9112
0.5,0.8,1.6912,1.4293,0.5078,0.53374,0.94533,1.9646,0.024698,0.55435,2.9
0.5,0.8,1.6891,1.4379,0.50514,0.5382,0.94726,1.9601,0.027357,0.54093,2.8857
0.5,0.8,1.6853,1.4468,0.50315,0.54388,0.94959,1.9552,0.030576,0.52662,2.869
0.5,0.8,1.6822,1.456,0.50061,0.54326,0.95207,1.9506,0.033989,0.51318,2.8525
0.5,0.8,1.6792,1.4653,0.49824,0.54853,0.95479,1.9462,0.037737,0.50018,2.8373
0.5,0.8,1.6743,1.4739,0.49585,0.55455,0.9578,1.9419,0.041892,0.48749,2.8165
0.5,0.8,1.6709,1.4838,0.49321,0.56008,0.96114,1.9376,0.046494,0.47512,2.8
0.5,0.8,1.6659,1.4919,0.49056,0.56027,0.96452,1.9339,0.051162,0.46409,2.7789
0.5,0.8,1.6608,1.5006,0.48808,0.56621,0.96847,1.93,0.056606,0.45278,2.7585
0.5,0.8,1.656,1.5099,0.48497,0.57216,0.97282,1.9264,0.062601,0.44204,2.7376
0.5,0.8,1.6499,1.5191,0.48046,0.57857,0.97766,1.923,0.069281,0.43203,2.7099
0.5,0.8,1.6459,1.5268,0.48064,0.58404,0.9833,1.9195,0.07706,0.42188,2.7007
0.5,0.8,1.6422,1.5325,0.482,0.58878,0.98828,1.9165,0.083927,0.41309,2.6951
0.5,0.8,1.6375,1.5392,0.48219,0.59425,0.99368,1.9133,0.091378,0.40375,2.6841
0.5,0.8,1.6327,1.545,0.48338,0.59969,0.99915,1.9102,0.098919,0.3945,2.6753
0.5,0.8,1.6304,1.5501,0.48361,0.60308,1.0027,1.9081,0.10387,0.38853,2.6705
0.5,0.8,1.6231,1.5589,0.48366,0.61088,1.0103,1.9039,0.11426,0.37626,2.6529
0.5,0.8,1.6181,1.5648,0.48506,0.61649,1.0159,1.9009,0.12207,0.36728,2.6444
0.5,0.8,1.6132,1.572,0.48526,0.62219,1.0217,1.8979,0.12998,0.35839,2.6334
0.5,0.8,1.6083,1.5791,0.48558,0.62793,1.0275,1.8949,0.13798,0.3496,2.6226
0.5,0.8,1.6032,1.5853,0.48698,0.63371,1.0333,1.8919,0.14607,0.3409,2.6141
0.5,0.8,1.5986,1.593,0.48732,0.63945,1.0393,1.889,0.15426,0.33231,2.6044
0.5,0.8,1.5932,1.5998,0.48787,0.64553,1.0453,1.8861,0.16256,0.32382,2.5931
0.5,0.8,1.5881,1.6079,0.48893,0.65486,1.0519,1.883,0.17172,0.31466,2.5844
0.5,0.8,1.584,1.6153,0.48924,0.66086,1.0575,1.8804,0.17944,0.30712,2.5759
0.5,0.8,1.5794,1.6235,0.48957,0.66793,1.0638,1.8776,0.18804,0.29893,2.5664
0.5,0.8,1.5741,1.6303,0.49106,0.67427,1.0701,1.8748,0.19674,0.29085,2.5583
0.5,0.8,1.5685,1.6386,0.4916,0.68081,1.077,1.8719,0.20622,0.28227,2.5471
0.5,0.8,1.5638,1.6459,0.49197,0.68645,1.0829,1.8694,0.21447,0.27502,2.5375
0.5,0.8,1.5571,1.6522,0.49196,0.69298,1.0895,1.8668,0.22351,0.26727,2.5222
0.5,0.8,1.5521,1.6604,0.49243,0.69907,1.0961,1.8642,0.23266,0.25965,2.5126
0.5,0.8,1.5465,1.6691,0.49293,0.70571,1.1034,1.8614,0.2427,0.25155,2.5019
0.5,0.8,1.542,1.6766,0.49366,0.71135,1.1097,1.8591,0.25135,0.24479,2.4939
0.5,0.8,1.5347,1.6837,0.49344,0.71848,1.1172,1.8565,0.26169,0.23695,2.4773
0.5,0.8,1.5298,1.6921,0.49406,0.72461,1.1242,1.854,0.27139,0.22985,2.4685
0.5,0.8,1.5246,1.6999,0.49532,0.73091,1.1314,1.8517,0.28129,0.22286,2.4606
0.5,0.8,1.5188,1.7064,0.49457,0.73671,1.138,1.8496,0.29033,0.21669,2.4466
0.5,0.8,1.5135,1.7156,0.49522,0.74343,1.146,1.8471,0.30144,0.20941,2.4371
0.5,0.8,1.509,1.7229,0.49622,0.75361,1.1527,1.8451,0.3107,0.20355,2.4303
0.5,0.8,1.5046,1.7316,0.49687,0.75967,1.1603,1.8429,0.32114,0.19724,2.423
0.5,0.8,1.4981,1.7379,0.49633,0.76488,1.168,1.8408,0.33176,0.19114,2.4082
0.5,0.8,1.494,1.7465,0.49761,0.7716,1.1758,1.8388,0.34258,0.18524,2.4031
0.5,0.8,1.4898,1.7473,0.49663,0.76991,1.1793,1.838,0.34732,0.18281,2.3918
0.5,0.8,1.4819,1.76,0.49739,0.78454,1.1933,1.8348,0.36668,0.17353,2.3779
0.5,0.8,1.4788,1.7674,0.49721,0.78736,1.2005,1.8333,0.37652,0.16899,2.3715
0.5,0.8,1.4731,1.7755,0.49718,0.79534,1.2101,1.8313,0.38977,0.16301,2.3601
0.5,0.8,1.4703,1.7833,0.49775,0.79966,1.2173,1.8298,0.3997,0.15863,2.3563
0.5,0.8,1.4647,1.7914,0.49672,0.80579,1.2268,1.8278,0.4128,0.15296,2.3431
0.5,0.8,1.4617,1.7992,0.4975,0.81034,1.2343,1.8263,0.42318,0.14858,2.3394
0.5,0.8,1.457,1.8068,0.4963,0.81565,1.2429,1.8247,0.43503,0.14368,2.3278
0.5,0.8,1.4535,1.8156,0.49712,0.82086,1.2515,1.823,0.44697,0.13885,2.323
0.5,0.8,1.4484,1.8226,0.49655,0.8264,1.2602,1.8214,0.45897,0.13411,2.3122
0.5,0.8,1.4447,1.8312,0.49652,0.83153,1.269,1.8198,0.47108,0.12945,2.3052
0.5,0.8,1.4438,1.8339,0.49682,0.83296,1.2716,1.8194,0.47458,0.12811,2.3043
0.5,0.8,1.4387,1.8405,0.49667,0.83852,1.2802,1.8178,0.48655,0.12365,2.2944
0.5,0.8,1.436,1.8501,0.49675,0.84309,1.289,1.8164,0.49866,0.11928,2.29
0.5,0.8,1.4283,1.863,0.49726,0.85243,1.3048,1.8138,0.52037,0.11178,2.2769
0.5,0.8,1.4246,1.8713,0.49676,0.85729,1.3139,1.8124,0.53293,0.10758,2.2693
0.5,0.8,1.4198,1.8781,0.49658,0.86274,1.323,1.811,0.54553,0.10345,2.2601
0.5,0.8,1.4172,1.8878,0.49689,0.86726,1.3322,1.8096,0.55825,0.099386,2.2563
0.5,0.8,1.4127,1.8949,0.49641,0.87247,1.3415,1.8082,0.57097,0.095374,2.2472
0.5,0.8,1.4087,1.9027,0.49532,0.87731,1.3508,1.8069,0.58378,0.091444,2.238
0.5,0.8,1.4057,1.9119,0.49627,0.88207,1.3601,1.8056,0.59667,0.087581,2.2349
0.5,0.8,1.4052,1.9128,0.49621,0.88272,1.3613,1.8054,0.5983,0.087098,2.2338
0.5,0.8,1.3967,1.9282,0.49499,0.89329,1.3806,1.8028,0.62489,0.079378,2.2166
0.5,0.8,1.3986,1.9298,0.4961,0.89203,1.3798,1.8029,0.62387,0.079682,2.2224
0.5,0.8,1.3922,1.949,0.495,0.9052,1.3999,1.8002,0.65156,0.071919,2.2097
0.5,0.8,1.3899,1.9563,0.49577,0.90876,1.4074,1.7993,0.66194,0.069117,2.2075
0.5,0.8,1.3865,1.9648,0.49496,0.91305,1.417,1.7981,0.67517,0.065595,2.2002
0.5,0.8,1.3828,1.9754,0.49424,0.91984,1.4285,1.7967,0.69096,0.061497,2.1928
0.5,0.8,1.3822,1.9719,0.49509,0.91482,1.4266,1.7969,0.68843,0.062232,2.1929
0.5,0.8,1.377,1.9912,0.4949,0.92831,1.446,1.7946,0.71518,0.05539,2.1844
0.5,0.8,1.3732,1.9991,0.49406,0.93289,1.4558,1.7934,0.72862,0.052066,2.1765
0.5,0.8,1.3694,2.007,0.49353,0.93779,1.4656,1.7923,0.74209,0.048788,2.1692
0.5,0.8,1.3683,2.0044,0.49418,0.93335,1.4648,1.7924,0.74111,0.049132,2.1682
0.5,0.8,1.363,2.0243,0.49439,0.9471,1.4852,1.7901,0.76913,0.042323,2.1603
0.5,0.8,1.3593,2.0322,0.49347,0.9514,1.495,1.789,0.78271,0.039147,2.1525
0.5,0.8,1.3554,2.0397,0.49352,0.95664,1.5049,1.788,0.7963,0.036,2.1462
0.5,0.8,1.3519,2.0478,0.49336,0.96002,1.5148,1.7869,0.80997,0.032912,2.1402
0.5,0.8,1.3496,2.0577,0.49387,0.96527,1.5247,1.7859,0.82361,0.029818,2.1377
0.5,0.8,1.3446,2.0634,0.49322,0.96866,1.5346,1.7848,0.83733,0.026798,2.1281
0.5,0.8,1.3401,2.0699,0.49251,0.97233,1.5446,1.7838,0.85108,0.023814,2.1195
0.5,0.8,1.3374,2.0791,0.49367,0.97617,1.5546,1.7828,0.86486,0.020868,2.1175
0.5,0.8,1.3356,2.0927,0.49333,0.98452,1.5669,1.7815,0.88178,0.017159,2.1146
0.5,0.8,1.3297,2.0937,0.49299,0.98498,1.5745,1.7808,0.89235,0.015033,2.104
0.5,0.8,1.3282,2.1047,0.49338,0.98853,1.5846,1.7799,0.90619,0.012236,2.1027
0.5,0.8,1.3244,2.1117,0.49281,0.99238,1.5944,1.7789,0.91983,0.009496,2.0957
0.5,0.8,1.3145,2.1219,0.49222,0.9961,1.6143,1.7774,0.94721,0.0048497,2.0787
0.5,0.8,1.3113,2.1294,0.49191,0.9972,1.6238,1.7768,0.96036,0.0030955,2.0734
0.5,0.8,1.3084,2.1349,0.49219,0.99794,1.6317,1.7764,0.97125,0.0019178,2.0692
0.5,0.8,1.2991,2.1468,0.49166,0.9998,1.6526,1.7757,1,0,2.0538
