a,t0,Kp,Ti,Td,beta,Jdi,Jr,JdiNorm,JrNorm,Ms
0.3,0.5,1.5479,1.0461,0.29158,0.69959,0.74503,1.4314,0,1,1.8
0.3,0.5,1.5481,1.0517,0.29008,0.70255,0.7452,1.4269,0.00044243,0.98323,1.7999
0.3,0.5,1.5483,1.0574,0.28842,0.70183,0.74535,1.4223,0.00085531,0.96626,1.7999
0.3,0.5,1.5485,1.0631,0.28691,0.70102,0.74555,1.4177,0.001406,0.94943,1.7999
0.3,0.5,1.5488,1.0689,0.28551,0.70395,0.74575,1.4131,0.0019387,0.93241,1.8
0.3,0.5,1.5488,1.0746,0.28391,0.70687,0.74612,1.4088,0.0029252,0.9162,1.7999
0.3,0.5,1.5491,1.0805,0.28246,0.70977,0.74643,1.4042,0.0037644,0.89949,1.8
0.3,0.5,1.5492,1.0863,0.28082,0.71262,0.74684,1.3998,0.0048809,0.8832,1.8
0.3,0.5,1.5559,1.1458,0.25351,0.70835,0.74695,1.3525,0.0051755,0.70798,1.7984
0.3,0.5,1.5476,1.1554,0.2627,0.71998,0.75811,1.3519,0.035312,0.70573,1.7999
0.3,0.5,1.5477,1.1609,0.26174,0.72264,0.75974,1.3484,0.039716,0.69283,1.7999
0.3,0.5,1.5481,1.1663,0.2611,0.72524,0.76151,1.345,0.044483,0.68024,1.7999
0.3,0.5,1.5759,1.2003,0.26478,0.71688,0.76517,1.3195,0.054367,0.58599,1.7994
0.3,0.5,1.5775,1.2056,0.26609,0.71006,0.76753,1.3166,0.06072,0.57541,1.7997
0.3,0.5,1.5786,1.2107,0.26732,0.71816,0.77001,1.3137,0.067416,0.56467,1.7997
0.3,0.5,1.5797,1.2158,0.26862,0.72909,0.77249,1.311,0.074124,0.55452,1.7998
0.3,0.5,1.5769,1.2188,0.2688,0.72572,0.77558,1.3102,0.082451,0.55163,1.7971
0.3,0.5,1.5747,1.1962,0.26384,0.62204,0.76336,1.3349,0.049469,0.64309,1.7993
0.3,0.5,1.581,1.2314,0.27087,0.73055,0.78078,1.3029,0.096507,0.52452,1.7999
0.3,0.5,1.5779,1.234,0.27117,0.7292,0.78387,1.3024,0.10485,0.52279,1.7969
0.3,0.5,1.5769,1.2008,0.26504,0.63927,0.76505,1.3281,0.054039,0.61781,1.8
0.3,0.5,1.5806,1.2608,0.27088,0.73738,0.79807,1.2874,0.14316,0.46735,1.8
0.3,0.5,1.5799,1.2651,0.27094,0.73567,0.80107,1.2854,0.15127,0.45974,1.7994
0.3,0.5,1.5798,1.2698,0.27079,0.73824,0.80405,1.2829,0.15932,0.45054,1.7994
0.3,0.5,1.5802,1.275,0.27053,0.74058,0.80702,1.28,0.16733,0.43974,1.8
0.3,0.5,1.5795,1.2793,0.27041,0.73891,0.81005,1.2779,0.17551,0.43223,1.7994
0.3,0.5,1.5799,1.2844,0.27007,0.74117,0.81303,1.2751,0.18355,0.42153,1.8
0.3,0.5,1.5797,1.2891,0.26977,0.74357,0.81605,1.2726,0.1917,0.41241,1.8
0.3,0.5,1.5794,1.2936,0.26953,0.74186,0.81907,1.2702,0.19987,0.40365,1.7998
0.3,0.5,1.5793,1.2983,0.26913,0.74413,0.82209,1.2677,0.20801,0.39423,1.8
0.3,0.5,1.5791,1.303,0.2687,0.74639,0.82511,1.2652,0.21618,0.38508,1.8
0.3,0.5,1.5788,1.3075,0.26834,0.74474,0.82814,1.2628,0.22435,0.37638,1.7999
0.3,0.5,1.5786,1.3121,0.26786,0.74694,0.83116,1.2604,0.23251,0.3672,1.7999
0.3,0.5,1.5785,1.3168,0.26737,0.7491,0.83418,1.2578,0.24065,0.35784,1.8
0.3,0.5,1.5777,1.3209,0.26705,0.74771,0.83722,1.2558,0.24886,0.35032,1.7994
0.3,0.5,1.5781,1.3259,0.26643,0.74967,0.84021,1.2529,0.25693,0.33963,1.8
0.3,0.5,1.5773,1.3301,0.26612,0.74841,0.84326,1.2509,0.26515,0.3321,1.7994
0.3,0.5,1.578,1.3354,0.26635,0.75458,0.84626,1.2481,0.27326,0.3217,1.7999
0.3,0.5,1.5784,1.3406,0.26718,0.75982,0.84936,1.2457,0.28163,0.31283,1.7999
0.3,0.5,1.5781,1.3453,0.26794,0.76444,0.85251,1.2437,0.29014,0.30543,1.7994
0.3,0.5,1.5788,1.351,0.26847,0.77094,0.85574,1.241,0.29886,0.29558,1.7999
0.3,0.5,1.5785,1.3559,0.26948,0.77427,0.85901,1.2391,0.30767,0.28855,1.7994
0.3,0.5,1.5791,1.3618,0.26989,0.78072,0.86238,1.2365,0.31677,0.27902,1.7999
0.3,0.5,1.5792,1.3673,0.27067,0.78544,0.86579,1.2344,0.32597,0.271,1.7999
0.3,0.5,1.5793,1.3728,0.27123,0.79053,0.86924,1.2322,0.33531,0.26311,1.7999
0.3,0.5,1.5793,1.3784,0.27174,0.79585,0.87277,1.2301,0.34482,0.2554,1.7999
0.3,0.5,1.5787,1.3834,0.27218,0.80019,0.87626,1.2285,0.35426,0.24914,1.7993
0.3,0.5,1.5792,1.3897,0.27277,0.80571,0.87997,1.2261,0.36427,0.24042,1.7999
0.3,0.5,1.5786,1.3948,0.27326,0.80991,0.88355,1.2245,0.37393,0.23444,1.7993
0.3,0.5,1.5785,1.4006,0.27398,0.81389,0.88728,1.2226,0.384,0.22734,1.7993
0.3,0.5,1.5784,1.4064,0.27423,0.8196,0.89105,1.2207,0.39418,0.22033,1.7993
0.3,0.5,1.5789,1.4131,0.27489,0.82457,0.89502,1.2185,0.40488,0.21218,1.7999
0.3,0.5,1.5781,1.4183,0.27509,0.82925,0.89875,1.217,0.41496,0.20676,1.7993
0.3,0.5,1.5787,1.4253,0.27595,0.83393,0.90287,1.2148,0.42607,0.19861,1.8
0.3,0.5,1.5784,1.4313,0.27611,0.83898,0.90681,1.2131,0.43672,0.19241,1.7999
0.3,0.5,1.5775,1.4365,0.27687,0.84214,0.91065,1.2118,0.44708,0.1874,1.7993
0.3,0.5,1.578,1.4437,0.277,0.84791,0.91491,1.2097,0.45858,0.17988,1.7998
0.3,0.5,1.5771,1.449,0.27751,0.85167,0.91881,1.2084,0.46911,0.1751,1.7992
0.3,0.5,1.5775,1.4563,0.27811,0.85591,0.92319,1.2065,0.48092,0.16783,1.7998
0.3,0.5,1.5767,1.4618,0.27808,0.86112,0.92714,1.2052,0.4916,0.16328,1.7992
0.3,0.5,1.5763,1.4681,0.27891,0.86429,0.93137,1.2037,0.50301,0.15756,1.7992
0.3,0.5,1.576,1.4746,0.27922,0.86865,0.93564,1.2022,0.51454,0.15194,1.7992
0.3,0.5,1.5764,1.4821,0.27974,0.87392,0.94022,1.2003,0.52691,0.14508,1.7998
0.3,0.5,1.5754,1.4876,0.2801,0.87691,0.94429,1.1992,0.53788,0.14101,1.7992
