a,t0,Kp,Ti,Td,beta,Jdi,Jr,JdiNorm,JrNorm,Ms
0.5,0.1,9.9998,0.47537,0.24272,0.50966,0.065545,0.61508,0,1,1.9993
0.5,0.1,9.9993,0.47985,0.24157,0.51369,0.065584,0.61169,0.00027355,0.98503,1.995
0.5,0.1,9.9993,0.48463,0.24075,0.51849,0.065622,0.60828,0.00053025,0.96997,1.9921
0.5,0.1,9.9993,0.48872,0.23873,0.52029,0.065661,0.60487,0.00080074,0.95494,1.9849
0.5,0.1,9.9993,0.49261,0.23632,0.52118,0.065702,0.60147,0.0010807,0.93993,1.9766
0.5,0.1,9.9993,0.49658,0.23392,0.52206,0.065743,0.59807,0.0013615,0.92491,1.9687
0.5,0.1,9.9999,0.50193,0.23352,0.52178,0.065775,0.59465,0.0015821,0.90981,1.9675
0.5,0.1,9.9993,0.506,0.2311,0.51323,0.065818,0.59126,0.0018831,0.89484,1.96
0.5,0.1,9.9993,0.51013,0.2287,0.5128,0.065857,0.58785,0.0021475,0.87981,1.953
0.5,0.1,9.9993,0.51449,0.22658,0.5143,0.065895,0.58445,0.0024139,0.86479,1.9472
0.5,0.1,9.9993,0.51949,0.22529,0.51785,0.065933,0.58104,0.0026748,0.84975,1.9438
0.5,0.1,9.9993,0.5242,0.22342,0.51997,0.06597,0.57763,0.0029258,0.83471,1.9391
0.5,0.1,9.9993,0.52863,0.22101,0.5208,0.066007,0.57422,0.0031829,0.81967,1.9336
0.5,0.1,9.9993,0.53315,0.21859,0.52163,0.066045,0.57082,0.0034456,0.80464,1.9286
0.5,0.1,9.9964,0.53885,0.21767,0.51807,0.066112,0.56748,0.0039004,0.7899,1.9262
0.5,0.1,9.9993,0.54363,0.21555,0.51206,0.06612,0.564,0.0039573,0.77457,1.9228
0.5,0.1,9.9964,0.54847,0.21309,0.51306,0.066186,0.56066,0.0044103,0.75983,1.9187
0.5,0.1,9.9993,0.55397,0.21179,0.51633,0.066197,0.55719,0.0044866,0.74451,1.917
0.5,0.1,9.9964,0.55942,0.20992,0.5187,0.066262,0.55385,0.0049382,0.72976,1.9142
0.5,0.1,9.9993,0.56451,0.20747,0.51942,0.066274,0.55038,0.0050203,0.71445,1.9123
0.5,0.1,9.9964,0.57625,0.20405,0.51169,0.066386,0.54364,0.005788,0.68471,1.9094
0.5,0.1,9.9993,0.58248,0.20308,0.51455,0.066403,0.54018,0.0059071,0.66943,1.9087
