a,t0,Kp,Ti,Td,beta,Jdi,Jr,JdiNorm,JrNorm,Ms
0.9,0.8,1.3874,1.7096,0.5217,0.72945,1.3038,2.3065,0,1,1.7999
0.9,0.8,1.3869,1.7172,0.51987,0.73256,1.3049,2.301,0.0018272,0.98381,1.7999
0.9,0.8,1.3864,1.725,0.51789,0.73559,1.306,2.2954,0.0036337,0.96735,1.8
0.9,0.8,1.3857,1.7325,0.51605,0.73412,1.3073,2.2901,0.0059164,0.95192,1.7999
0.9,0.8,1.3852,1.7402,0.51417,0.73715,1.3086,2.2846,0.008061,0.93588,1.8
0.9,0.8,1.384,1.7472,0.51227,0.73586,1.3105,2.28,0.011263,0.92245,1.7994
0.9,0.8,1.3838,1.7553,0.51012,0.73868,1.3116,2.2742,0.013235,0.9054,1.7999
0.9,0.8,1.3832,1.763,0.5079,0.74159,1.3132,2.2689,0.015876,0.88986,1.8
0.9,0.8,1.3824,1.7704,0.50564,0.74013,1.315,2.2639,0.01901,0.87539,1.7999
0.9,0.8,1.3817,1.778,0.50339,0.74299,1.3168,2.2588,0.022091,0.86038,1.8
0.9,0.8,1.3808,1.7853,0.501,0.74154,1.3189,2.254,0.02563,0.84632,1.7999
0.9,0.8,1.3799,1.7926,0.4985,0.74434,1.3211,2.2492,0.029311,0.8322,1.7999
0.9,0.8,1.379,1.7998,0.4959,0.74283,1.3234,2.2445,0.033286,0.81841,1.7999
0.9,0.8,1.378,1.8069,0.49332,0.74552,1.3259,2.2399,0.037613,0.80502,1.7999
0.9,0.8,1.3773,1.8138,0.49121,0.74393,1.3287,2.2355,0.042381,0.79211,1.7999
0.9,0.8,1.3773,1.8206,0.49051,0.74636,1.3318,2.2312,0.047626,0.77968,1.7999
0.9,0.8,1.3779,1.8273,0.49085,0.74458,1.3351,2.2271,0.053239,0.76752,1.8
0.9,0.8,1.3783,1.8337,0.49145,0.74694,1.3386,2.2232,0.059199,0.75621,1.7999
0.9,0.8,1.3789,1.8402,0.49186,0.74918,1.3422,2.2192,0.065183,0.74436,1.8
0.9,0.8,1.3788,1.846,0.49237,0.74767,1.3459,2.2158,0.071622,0.73465,1.7995
0.9,0.8,1.3796,1.8528,0.49261,0.74977,1.3495,2.2115,0.077622,0.72207,1.7999
0.9,0.8,1.38,1.8592,0.49283,0.74809,1.3531,2.2076,0.083854,0.71051,1.8
0.9,0.8,1.3803,1.8654,0.49299,0.75035,1.3569,2.2039,0.090232,0.6996,1.7999
0.9,0.8,1.3806,1.8718,0.49307,0.74873,1.3606,2.1999,0.096566,0.68816,1.8
0.9,0.8,1.3804,1.8775,0.49322,0.75115,1.3645,2.1967,0.10325,0.6788,1.7995
0.9,0.8,1.3811,1.8843,0.49308,0.75311,1.3682,2.1924,0.10943,0.66605,1.8
0.9,0.8,1.3813,1.8905,0.49302,0.75159,1.372,2.1886,0.11593,0.65512,1.8
0.9,0.8,1.3814,1.8966,0.49294,0.75378,1.3758,2.185,0.12249,0.64449,1.7999
0.9,0.8,1.3817,1.9029,0.49284,0.75227,1.3797,2.1812,0.129,0.63323,1.8
0.9,0.8,1.3817,1.909,0.49255,0.75441,1.3836,2.1776,0.13566,0.62273,1.7999
0.9,0.8,1.382,1.9153,0.49224,0.75646,1.3875,2.1738,0.14227,0.61157,1.8
0.9,0.8,1.3822,1.9215,0.49199,0.75502,1.3914,2.1701,0.14896,0.60079,1.8
0.9,0.8,1.3798,1.9247,0.49242,0.75475,1.396,2.1693,0.15682,0.59863,1.7975
0.9,0.8,1.3824,1.9337,0.49152,0.75576,1.3993,2.1629,0.16247,0.5797,1.7999
0.9,0.8,1.3826,1.9398,0.49146,0.75785,1.4033,2.1592,0.16927,0.56906,1.7999
0.9,0.8,1.3831,1.9462,0.49247,0.75689,1.4074,2.1556,0.1762,0.55856,1.7999
0.9,0.8,1.3832,1.9522,0.49208,0.75883,1.4115,2.1521,0.18321,0.54814,1.7999
0.9,0.8,1.3833,1.9582,0.4913,0.7606,1.4156,2.1484,0.1902,0.53741,1.8
0.9,0.8,1.3833,1.9639,0.49057,0.75917,1.4198,2.145,0.19727,0.52736,1.7999
0.9,0.8,1.3833,1.9697,0.48965,0.7609,1.4239,2.1414,0.2043,0.51696,1.7999
0.9,0.8,1.3833,1.9755,0.48878,0.75944,1.4281,2.1379,0.21132,0.50657,1.7999
0.9,0.8,1.3835,1.9814,0.48797,0.76114,1.4322,2.1342,0.21831,0.49583,1.8
0.9,0.8,1.3835,1.9872,0.4868,0.76274,1.4363,2.1306,0.22534,0.48537,1.8
0.9,0.8,1.3837,1.9931,0.48698,0.76173,1.4405,2.1272,0.23242,0.4754,1.7999
